"matched_baseline_rows","file","start_sample","time_noise","return_sample","sweep","Event_Time","Record","event_time","baseline_current","peak_current","amplitude","event_id","noise","event_index","file_prefix","baseline_time","event_entry_number","corrected_baseline_index","corrected_baseline_time","corrected_baseline_pA","corrected_amplitude_pA"
"[{'Event.Number': '1008', 'Record': '2', 'Event.Time..s.': '60.3914', 'Baseline..pA.': '-107.151565551758', 'Peak..pA.': '175.903305053711', 'Amplitude..pA.': '283.054870605469', 'Rise.Time..ms.': '0', 'Half.Width..ms.': '30.0499999999957', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '137.006701277011', 'Decay.Fit.b1': '43.3236539763011', 'Decay.Fit.Tau..ms.': '1.06132680020386', 'AUC..pA.ms.': '7585.58314247131', 'rise_max_time': '60.39135', 'baseline_time': '60.3911', 'event_index': '207828', 'file_prefix': '2024_05_17_0024', 'event_id': '2024_05_17_0024_ev01008_rec2', 'noise': 'no', 'event_entry_number': '99251', 'corrected_baseline_index': 207837, 'corrected_baseline_time': np.float64(60.39185), 'corrected_baseline_pA': np.float64(163.87937927246094), 'corrected_amplitude_pA': np.float64(12.023925781250057)}]","2024_05_17_0024.abf",207819,"[np.float64(60.39095), np.float64(60.391), np.float64(60.39105), np.float64(60.3911), np.float64(60.391149999999996), np.float64(60.3912), np.float64(60.39125), np.float64(60.3913), np.float64(60.39135)]",207827,2,"1008","2","60.3914","-107.151565551758","175.903305053711","283.054870605469","2024_05_17_0024_ev01008_rec2","no","207828","2024_05_17_0024","60.3911","99251","207837","60.39185","163.87937927246094","12.023925781250057"
"[{'Event.Number': '1427', 'Record': '3', 'Event.Time..s.': '85.4622', 'Baseline..pA.': '70.7658993857248', 'Peak..pA.': '117.431632995605', 'Amplitude..pA.': '46.6657336098807', 'Rise.Time..ms.': '2.20000000000198', 'Half.Width..ms.': '34.7500000000025', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-164524.887294674', 'Decay.Fit.b1': '164640.320745412', 'Decay.Fit.Tau..ms.': '318507.788651048', 'AUC..pA.ms.': '1301.83966991561', 'rise_max_time': '85.45965', 'baseline_time': '85.45745', 'event_index': '209244', 'file_prefix': '2024_05_17_0025', 'event_id': '2024_05_17_0025_ev01427_rec3', 'noise': 'no', 'event_entry_number': '101353', 'corrected_baseline_index': 209159, 'corrected_baseline_time': np.float64(85.45795), 'corrected_baseline_pA': np.float64(110.16844940185547), 'corrected_amplitude_pA': np.float64(7.263183593749531)}]","2024_05_17_0025.abf",209141,"[np.float64(85.45705), np.float64(85.4571), np.float64(85.45715), np.float64(85.4572), np.float64(85.45725), np.float64(85.4573), np.float64(85.45735), np.float64(85.45739999999999), np.float64(85.45745)]",209149,3,"1427","3","85.4622","70.7658993857248","117.431632995605","46.6657336098807","2024_05_17_0025_ev01427_rec3","no","209244","2024_05_17_0025","85.45745","101353","209159","85.45795","110.16844940185547","7.263183593749531"
"[{'Event.Number': '431', 'Record': '1', 'Event.Time..s.': '35.2441', 'Baseline..pA.': '-117.658344904582', 'Peak..pA.': '99.2431564331055', 'Amplitude..pA.': '216.901501337687', 'Rise.Time..ms.': '0.0500000000016598', 'Half.Width..ms.': '33.0999999999975', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '91.3531428254773', 'Decay.Fit.b1': '4.44385420422349', 'Decay.Fit.Tau..ms.': '21.4825618860188', 'AUC..pA.ms.': '6996.65204482079', 'rise_max_time': '35.24105', 'baseline_time': '35.241', 'event_index': '204882', 'file_prefix': '2024_06_06_0011', 'event_id': '2024_06_06_0011_ev00431_rec1', 'noise': 'no', 'event_entry_number': '126619', 'corrected_baseline_index': 204832, 'corrected_baseline_time': np.float64(35.2416), 'corrected_baseline_pA': np.float64(95.64208221435547), 'corrected_amplitude_pA': np.float64(3.6010742187500284)}]","2024_06_06_0011.abf",204814,"[np.float64(35.2407), np.float64(35.24075), np.float64(35.24079999999999), np.float64(35.240849999999995), np.float64(35.240899999999996), np.float64(35.24095), np.float64(35.241), np.float64(35.24105), np.float64(35.241099999999996)]",204822,1,"431","1","35.2441","-117.658344904582","99.2431564331055","216.901501337687","2024_06_06_0011_ev00431_rec1","no","204882","2024_06_06_0011","35.241","126619","204832","35.2416","95.64208221435547","3.6010742187500284"
"[{'Event.Number': '1309', 'Record': '3', 'Event.Time..s.': '86.0791', 'Baseline..pA.': '86.1816329956055', 'Peak..pA.': '-441.833465576172', 'Amplitude..pA.': '-528.015098571777', 'Rise.Time..ms.': '5.25000000000375', 'Half.Width..ms.': '28.1499999999966', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-2849938.13127987', 'Decay.Fit.b1': '2849637.11660768', 'Decay.Fit.Tau..ms.': '502729.816000419', 'AUC..pA.ms.': '-26478.1305994034', 'rise_max_time': '86.05605', 'baseline_time': '86.05075', 'event_index': '221582', 'file_prefix': '2024_06_06_0036', 'event_id': '2024_06_06_0036_ev01309_rec3', 'noise': 'no', 'event_entry_number': '129733', 'corrected_baseline_index': 221032, 'corrected_baseline_time': np.float64(86.0516), 'corrected_baseline_pA': np.float64(-276.79443359375), 'corrected_amplitude_pA': np.float64(-165.039031982422)}]","2024_06_06_0036.abf",221014,"[np.float64(86.05069999999999), np.float64(86.05075), np.float64(86.0508), np.float64(86.05085), np.float64(86.0509), np.float64(86.05095), np.float64(86.051), np.float64(86.05105), np.float64(86.0511)]",221022,3,"1309","3","86.0791","86.1816329956055","-441.833465576172","-528.015098571777","2024_06_06_0036_ev01309_rec3","no","221582","2024_06_06_0036","86.05075","129733","221032","86.0516","-276.79443359375","-165.039031982422"
"[{'Event.Number': '1662', 'Record': '3', 'Event.Time..s.': '89.53795', 'Baseline..pA.': '-6.84465714863368', 'Peak..pA.': '-80.5053634643555', 'Amplitude..pA.': '-73.6607063157218', 'Rise.Time..ms.': '17.2500000000042', 'Half.Width..ms.': '47.8499999999968', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-53.8663856379244', 'Decay.Fit.b1': '-27.4676634494034', 'Decay.Fit.Tau..ms.': '3.70417849525782', 'AUC..pA.ms.': '-2464.84662004709', 'rise_max_time': '89.53735', 'baseline_time': '89.5191', 'event_index': '290759', 'file_prefix': '2024_06_06_0040', 'event_id': '2024_06_06_0040_ev01662_rec3', 'noise': 'no', 'event_entry_number': '133799', 'corrected_baseline_index': 290392, 'corrected_baseline_time': np.float64(89.5196), 'corrected_baseline_pA': np.float64(-55.847164154052734), 'corrected_amplitude_pA': np.float64(-24.658199310302763)}]","2024_06_06_0040.abf",290376,"[np.float64(89.5188), np.float64(89.51885), np.float64(89.5189), np.float64(89.51895), np.float64(89.51899999999999), np.float64(89.51905), np.float64(89.5191)]",290382,3,"1662","3","89.53795","-6.84465714863368","-80.5053634643555","-73.6607063157218","2024_06_06_0040_ev01662_rec3","no","290759","2024_06_06_0040","89.5191","133799","290392","89.5196","-55.847164154052734","-24.658199310302763"
"[{'Event.Number': '904', 'Record': '2', 'Event.Time..s.': '60.35785', 'Baseline..pA.': '-364.592028118315', 'Peak..pA.': '87.5854415893555', 'Amplitude..pA.': '452.177469707671', 'Rise.Time..ms.': '0.149999999997874', 'Half.Width..ms.': '41.2999999999997', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-444749.120651397', 'Decay.Fit.b1': '444844.996662908', 'Decay.Fit.Tau..ms.': '384418.542226358', 'AUC..pA.ms.': '18375.4522016571', 'rise_max_time': '60.3467', 'baseline_time': '60.34655', 'event_index': '207157', 'file_prefix': '2024_06_06_0044', 'event_id': '2024_06_06_0044_ev00904_rec2', 'noise': 'no', 'event_entry_number': '138443', 'corrected_baseline_index': 206943, 'corrected_baseline_time': np.float64(60.34715), 'corrected_baseline_pA': np.float64(82.94676971435547), 'corrected_amplitude_pA': np.float64(4.638671875000028)}]","2024_06_06_0044.abf",206925,"[np.float64(60.34625), np.float64(60.3463), np.float64(60.34635), np.float64(60.3464), np.float64(60.34645), np.float64(60.3465), np.float64(60.34655), np.float64(60.346599999999995), np.float64(60.34665)]",206933,2,"904","2","60.35785","-364.592028118315","87.5854415893555","452.177469707671","2024_06_06_0044_ev00904_rec2","no","207157","2024_06_06_0044","60.34655","138443","206943","60.34715","82.94676971435547","4.638671875000028"
"[{'Event.Number': '1300', 'Record': '3', 'Event.Time..s.': '85.32685', 'Baseline..pA.': '-177.597765967959', 'Peak..pA.': '82.8857345581055', 'Amplitude..pA.': '260.483500526065', 'Rise.Time..ms.': '0.10000000000332', 'Half.Width..ms.': '39.7999999999996', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '57.7224943626066', 'Decay.Fit.b1': '21.6174206974819', 'Decay.Fit.Tau..ms.': '350.1722654946', 'AUC..pA.ms.': '10220.9784957375', 'rise_max_time': '85.3171', 'baseline_time': '85.317', 'event_index': '206537', 'file_prefix': '2024_06_06_0044', 'event_id': '2024_06_06_0044_ev01300_rec3', 'noise': 'no', 'event_entry_number': '138839', 'corrected_baseline_index': 206352, 'corrected_baseline_time': np.float64(85.3176), 'corrected_baseline_pA': np.float64(73.486328125), 'corrected_amplitude_pA': np.float64(9.399406433105497)}]","2024_06_06_0044.abf",206335,"[np.float64(85.31675), np.float64(85.3168), np.float64(85.31685), np.float64(85.3169), np.float64(85.31695), np.float64(85.317), np.float64(85.31705), np.float64(85.3171)]",206342,3,"1300","3","85.32685","-177.597765967959","82.8857345581055","260.483500526065","2024_06_06_0044_ev01300_rec3","no","206537","2024_06_06_0044","85.317","138839","206352","85.3176","73.486328125","9.399406433105497"
"[{'Event.Number': '1304', 'Record': '3', 'Event.Time..s.': '85.57205', 'Baseline..pA.': '-109.95046383994', 'Peak..pA.': '82.4584884643555', 'Amplitude..pA.': '192.408952304295', 'Rise.Time..ms.': '0.150000000004979', 'Half.Width..ms.': '43.9000000000078', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-142945.231330911', 'Decay.Fit.b1': '143020.763334693', 'Decay.Fit.Tau..ms.': '519549.830231246', 'AUC..pA.ms.': '8031.44810413973', 'rise_max_time': '85.5583', 'baseline_time': '85.55815', 'event_index': '211441', 'file_prefix': '2024_06_06_0044', 'event_id': '2024_06_06_0044_ev01304_rec3', 'noise': 'no', 'event_entry_number': '138843', 'corrected_baseline_index': 211173, 'corrected_baseline_time': np.float64(85.55865), 'corrected_baseline_pA': np.float64(76.72119140625), 'corrected_amplitude_pA': np.float64(5.737297058105497)}]","2024_06_06_0044.abf",211157,"[np.float64(85.55785), np.float64(85.5579), np.float64(85.55795), np.float64(85.558), np.float64(85.55805), np.float64(85.5581), np.float64(85.55815)]",211163,3,"1304","3","85.57205","-109.95046383994","82.4584884643555","192.408952304295","2024_06_06_0044_ev01304_rec3","no","211441","2024_06_06_0044","85.55815","138843","211173","85.55865","76.72119140625","5.737297058105497"
"[{'Event.Number': '755', 'Record': '1', 'Event.Time..s.': '35.49065', 'Baseline..pA.': '259.134925478981', 'Peak..pA.': '279.72412109375', 'Amplitude..pA.': '20.5891956147693', 'Rise.Time..ms.': '8.04999999999723', 'Half.Width..ms.': '16.449999999999', 'Decay.Time..ms.': '3.10000000000343', 'Decay.Fit.b0': '264.594591800253', 'Decay.Fit.b1': '12.7537667119542', 'Decay.Fit.Tau..ms.': '1.74107636957464', 'AUC..pA.ms.': '534.502283023651', 'rise_max_time': '35.48125', 'baseline_time': '35.472', 'event_index': '209813', 'file_prefix': '2024_06_20_0006', 'event_id': '2024_06_20_0006_ev00755_rec1', 'noise': 'no', 'event_entry_number': '150554', 'corrected_baseline_index': 209456, 'corrected_baseline_time': np.float64(35.4728), 'corrected_baseline_pA': np.float64(268.9208984375), 'corrected_amplitude_pA': np.float64(10.80322265625)}]","2024_06_20_0006.abf",209438,"[np.float64(35.4719), np.float64(35.47194999999999), np.float64(35.471999999999994), np.float64(35.472049999999996), np.float64(35.4721), np.float64(35.47215), np.float64(35.4722), np.float64(35.472249999999995), np.float64(35.4723)]",209446,1,"755","1","35.49065","259.134925478981","279.72412109375","20.5891956147693","2024_06_20_0006_ev00755_rec1","no","209813","2024_06_20_0006","35.472","150554","209456","35.4728","268.9208984375","10.80322265625"
"[{'Event.Number': '1269', 'Record': '2', 'Event.Time..s.': '60.46545', 'Baseline..pA.': '-29.4886852446057', 'Peak..pA.': '269.10400390625', 'Amplitude..pA.': '298.592689150856', 'Rise.Time..ms.': '0', 'Half.Width..ms.': '33.1499999999991', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '262.105123995907', 'Decay.Fit.b1': '8.771001546408', 'Decay.Fit.Tau..ms.': '2.76280765362126', 'AUC..pA.ms.': '10413.0202228365', 'rise_max_time': '60.4623', 'baseline_time': '60.4602', 'event_index': '209309', 'file_prefix': '2024_06_20_0006', 'event_id': '2024_06_20_0006_ev01269_rec2', 'noise': 'no', 'event_entry_number': '151068', 'corrected_baseline_index': 209219, 'corrected_baseline_time': np.float64(60.46095), 'corrected_baseline_pA': np.float64(264.5263671875), 'corrected_amplitude_pA': np.float64(4.57763671875)}]","2024_06_20_0006.abf",209201,"[np.float64(60.460049999999995), np.float64(60.4601), np.float64(60.46015), np.float64(60.4602), np.float64(60.46025), np.float64(60.4603), np.float64(60.46035), np.float64(60.4604), np.float64(60.46045)]",209209,2,"1269","2","60.46545","-29.4886852446057","269.10400390625","298.592689150856","2024_06_20_0006_ev01269_rec2","no","209309","2024_06_20_0006","60.4602","151068","209219","60.46095","264.5263671875","4.57763671875"
"[{'Event.Number': '1117', 'Record': '2', 'Event.Time..s.': '61.15395', 'Baseline..pA.': '161.019448779878', 'Peak..pA.': '192.077621459961', 'Amplitude..pA.': '31.0581726800828', 'Rise.Time..ms.': '0.149999999997874', 'Half.Width..ms.': '31.2999999999946', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-14015.969275194', 'Decay.Fit.b1': '14207.316658329', 'Decay.Fit.Tau..ms.': '41330.1203990914', 'AUC..pA.ms.': '794.585012190682', 'rise_max_time': '61.1528', 'baseline_time': '61.15265', 'event_index': '223079', 'file_prefix': '2024_06_20_0009', 'event_id': '2024_06_20_0009_ev01117_rec2', 'noise': 'no', 'event_entry_number': '157061', 'corrected_baseline_index': 223063, 'corrected_baseline_time': np.float64(61.15315), 'corrected_baseline_pA': np.float64(189.81932067871094), 'corrected_amplitude_pA': np.float64(2.258300781250057)}]","2024_06_20_0009.abf",223048,"[np.float64(61.1524), np.float64(61.15245), np.float64(61.1525), np.float64(61.15255), np.float64(61.1526), np.float64(61.15265)]",223053,2,"1117","2","61.15395","161.019448779878","192.077621459961","31.0581726800828","2024_06_20_0009_ev01117_rec2","no","223079","2024_06_20_0009","61.15265","157061","223063","61.15315","189.81932067871094","2.258300781250057"
"[{'Event.Number': '1571', 'Record': '3', 'Event.Time..s.': '85.31945', 'Baseline..pA.': '157.833996000744', 'Peak..pA.': '200.439437866211', 'Amplitude..pA.': '42.6054418654669', 'Rise.Time..ms.': '9.29999999999609', 'Half.Width..ms.': '58.4500000000077', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '187.786043284374', 'Decay.Fit.b1': '8.13038555268111', 'Decay.Fit.Tau..ms.': '27.3095219792106', 'AUC..pA.ms.': '2111.90832782927', 'rise_max_time': '85.30025', 'baseline_time': '85.29095', 'event_index': '206389', 'file_prefix': '2024_06_20_0009', 'event_id': '2024_06_20_0009_ev01571_rec3', 'noise': 'no', 'event_entry_number': '157515', 'corrected_baseline_index': 205831, 'corrected_baseline_time': np.float64(85.29155), 'corrected_baseline_pA': np.float64(188.65965270996094), 'corrected_amplitude_pA': np.float64(11.779785156250057)}]","2024_06_20_0009.abf",205814,"[np.float64(85.2907), np.float64(85.29075), np.float64(85.2908), np.float64(85.29084999999999), np.float64(85.2909), np.float64(85.29095), np.float64(85.291), np.float64(85.29105)]",205821,3,"1571","3","85.31945","157.833996000744","200.439437866211","42.6054418654669","2024_06_20_0009_ev01571_rec3","no","206389","2024_06_20_0009","85.29095","157515","205831","85.29155","188.65965270996094","11.779785156250057"
"[{'Event.Number': '207', 'Record': '0', 'Event.Time..s.': '19.56745', 'Baseline..pA.': '-14.9617317749329', 'Peak..pA.': '63.3297432780816', 'Amplitude..pA.': '78.2914750530145', 'Rise.Time..ms.': '2.74999999999892', 'Half.Width..ms.': '42.1499999999995', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-25726.550605373', 'Decay.Fit.b1': '25789.5193325073', 'Decay.Fit.Tau..ms.': '142094.932642804', 'AUC..pA.ms.': '3204.76392492583', 'rise_max_time': '19.55795', 'baseline_time': '19.5552', 'event_index': '391349', 'file_prefix': '2024_06_20_0019', 'event_id': '2024_06_20_0019_ev00207_rec0', 'noise': 'no', 'event_entry_number': '166970', 'corrected_baseline_index': 391116, 'corrected_baseline_time': np.float64(19.555799999999998), 'corrected_baseline_pA': np.float64(63.354488372802734), 'corrected_amplitude_pA': np.float64(-0.024745094721133398)}]","2024_06_20_0019.abf",391104,"[np.float64(19.5552), np.float64(19.555249999999997), np.float64(19.5553)]",391106,0,"207","0","19.56745","-14.9617317749329","63.3297432780816","78.2914750530145","2024_06_20_0019_ev00207_rec0","no","391349","2024_06_20_0019","19.5552","166970","391116","19.555799999999998","63.354488372802734","-0.024745094721133398"
"[{'Event.Number': '326', 'Record': '1', 'Event.Time..s.': '27.972', 'Baseline..pA.': '71.0522675227024', 'Peak..pA.': '566.759620662774', 'Amplitude..pA.': '495.707353140072', 'Rise.Time..ms.': '0', 'Half.Width..ms.': '0.0499999999981071', 'Decay.Time..ms.': '0.0499999999981071', 'Decay.Fit.b0': '58.0135775391016', 'Decay.Fit.b1': '510.430538031369', 'Decay.Fit.Tau..ms.': '0.0412752472794971', 'AUC..pA.ms.': '-202.302489209988', 'rise_max_time': '27.972', 'baseline_time': '27.97185', 'event_index': '59440', 'file_prefix': '2024_06_20_0019', 'event_id': '2024_06_20_0019_ev00326_rec1', 'noise': 'no', 'event_entry_number': '167089', 'corrected_baseline_index': 59453, 'corrected_baseline_time': np.float64(27.972649999999998), 'corrected_baseline_pA': np.float64(66.71142578125), 'corrected_amplitude_pA': np.float64(500.04819488152395)}]","2024_06_20_0019.abf",59435,"[np.float64(27.971749999999997), np.float64(27.971799999999995), np.float64(27.971849999999996), np.float64(27.971899999999998), np.float64(27.971949999999996), np.float64(27.971999999999998), np.float64(27.972049999999996), np.float64(27.972099999999998), np.float64(27.972149999999996)]",59443,1,"326","1","27.972","71.0522675227024","566.759620662774","495.707353140072","2024_06_20_0019_ev00326_rec1","no","59440","2024_06_20_0019","27.97185","167089","59453","27.972649999999998","66.71142578125","500.04819488152395"
"[{'Event.Number': '346', 'Record': '1', 'Event.Time..s.': '29.0778', 'Baseline..pA.': '-28.5461528627556', 'Peak..pA.': '59.6461120776683', 'Amplitude..pA.': '88.1922649404239', 'Rise.Time..ms.': '7.14999999999932', 'Half.Width..ms.': '32.7500000000001', 'Decay.Time..ms.': '14.7499999999994', 'Decay.Fit.b0': '55.7467952055573', 'Decay.Fit.b1': '4.51808394965512', 'Decay.Fit.Tau..ms.': '0.422853698987098', 'AUC..pA.ms.': '4009.10403485474', 'rise_max_time': '29.0669', 'baseline_time': '29.0597', 'event_index': '81556', 'file_prefix': '2024_06_20_0019', 'event_id': '2024_06_20_0019_ev00346_rec1', 'noise': 'no', 'event_entry_number': '167109', 'corrected_baseline_index': 81208, 'corrected_baseline_time': np.float64(29.060399999999998), 'corrected_baseline_pA': np.float64(54.626461029052734), 'corrected_amplitude_pA': np.float64(5.0196510486155645)}]","2024_06_20_0019.abf",81194,"[np.float64(29.059699999999996), np.float64(29.059749999999998), np.float64(29.059799999999996), np.float64(29.059849999999997), np.float64(29.059899999999995)]",81198,1,"346","1","29.0778","-28.5461528627556","59.6461120776683","88.1922649404239","2024_06_20_0019_ev00346_rec1","no","81556","2024_06_20_0019","29.0597","167109","81208","29.060399999999998","54.626461029052734","5.0196510486155645"
"[{'Event.Number': '350', 'Record': '1', 'Event.Time..s.': '29.19815', 'Baseline..pA.': '23.0645346555898', 'Peak..pA.': '49.1871318592574', 'Amplitude..pA.': '26.1225972036676', 'Rise.Time..ms.': '7.14999999999932', 'Half.Width..ms.': '6.00000000000023', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '16897.6911537681', 'Decay.Fit.b1': '-16854.5524405173', 'Decay.Fit.Tau..ms.': '133625.843872975', 'AUC..pA.ms.': '1000.17351985448', 'rise_max_time': '29.1964', 'baseline_time': '29.1799', 'event_index': '83963', 'file_prefix': '2024_06_20_0019', 'event_id': '2024_06_20_0019_ev00350_rec1', 'noise': 'no', 'event_entry_number': '167113', 'corrected_baseline_index': 83609, 'corrected_baseline_time': np.float64(29.180449999999997), 'corrected_baseline_pA': np.float64(42.297359466552734), 'corrected_amplitude_pA': np.float64(6.889772392704664)}]","2024_06_20_0019.abf",83591,"[np.float64(29.179549999999995), np.float64(29.179599999999997), np.float64(29.179649999999995), np.float64(29.179699999999997), np.float64(29.17975), np.float64(29.179799999999997), np.float64(29.179849999999995), np.float64(29.179899999999996), np.float64(29.179949999999998)]",83599,1,"350","1","29.19815","23.0645346555898","49.1871318592574","26.1225972036676","2024_06_20_0019_ev00350_rec1","no","83963","2024_06_20_0019","29.1799","167113","83609","29.180449999999997","42.297359466552734","6.889772392704664"
"[{'Event.Number': '354', 'Record': '1', 'Event.Time..s.': '29.34065', 'Baseline..pA.': '56.2016597524303', 'Peak..pA.': '60.222008259993', 'Amplitude..pA.': '4.02034850756269', 'Rise.Time..ms.': '1.25000000000242', 'Half.Width..ms.': '33.0999999999975', 'Decay.Time..ms.': '29.049999999998', 'Decay.Fit.b0': '58.8344222506084', 'Decay.Fit.b1': '0.570428967642963', 'Decay.Fit.Tau..ms.': '0.9184402581519', 'AUC..pA.ms.': '-15.6599056111174', 'rise_max_time': '29.3377', 'baseline_time': '29.31955', 'event_index': '86813', 'file_prefix': '2024_06_20_0019', 'event_id': '2024_06_20_0019_ev00354_rec1', 'noise': 'no', 'event_entry_number': '167117', 'corrected_baseline_index': 86404, 'corrected_baseline_time': np.float64(29.320199999999996), 'corrected_baseline_pA': np.float64(47.485347747802734), 'corrected_amplitude_pA': np.float64(12.736660512190262)}]","2024_06_20_0019.abf",86391,"[np.float64(29.319549999999996), np.float64(29.319599999999998), np.float64(29.319649999999996), np.float64(29.319699999999997)]",86394,1,"354","1","29.34065","56.2016597524303","60.222008259993","4.02034850756269","2024_06_20_0019_ev00354_rec1","no","86813","2024_06_20_0019","29.31955","167117","86404","29.320199999999996","47.485347747802734","12.736660512190262"
"[{'Event.Number': '517', 'Record': '1', 'Event.Time..s.': '39.3931', 'Baseline..pA.': '-34.1796875', 'Peak..pA.': '67.138671875', 'Amplitude..pA.': '101.318359375', 'Rise.Time..ms.': '0.400000000006173', 'Half.Width..ms.': '44.95', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '58.9158990505621', 'Decay.Fit.b1': '6.63290668978601', 'Decay.Fit.Tau..ms.': '8.8780378753215', 'AUC..pA.ms.': '4313.04307908863', 'rise_max_time': '39.37845', 'baseline_time': '39.378', 'event_index': '287862', 'file_prefix': '2024_06_20_0019', 'event_id': '2024_06_20_0019_ev00517_rec1', 'noise': 'no', 'event_entry_number': '167280', 'corrected_baseline_index': 287575, 'corrected_baseline_time': np.float64(39.37875), 'corrected_baseline_pA': np.float64(60.729976654052734), 'corrected_amplitude_pA': np.float64(6.408695220947266)}]","2024_06_20_0019.abf",287560,"[np.float64(39.378), np.float64(39.378049999999995), np.float64(39.378099999999996), np.float64(39.37815), np.float64(39.3782), np.float64(39.378249999999994)]",287565,1,"517","1","39.3931","-34.1796875","67.138671875","101.318359375","2024_06_20_0019_ev00517_rec1","no","287862","2024_06_20_0019","39.378","167280","287575","39.37875","60.729976654052734","6.408695220947266"
"[{'Event.Number': '1050', 'Record': '1', 'Event.Time..s.': '40.19465', 'Baseline..pA.': '-170.812369160697', 'Peak..pA.': '-263.487016925105', 'Amplitude..pA.': '-92.6746477644082', 'Rise.Time..ms.': '0.249999999994088', 'Half.Width..ms.': '0.850000000006901', 'Decay.Time..ms.': '2.20000000000198', 'Decay.Fit.b0': '-122.068768410422', 'Decay.Fit.b1': '-100.267653577485', 'Decay.Fit.Tau..ms.': '11.6432449072785', 'AUC..pA.ms.': '364.105387332415', 'rise_max_time': '40.1946', 'baseline_time': '40.19435', 'event_index': '303893', 'file_prefix': '2024_06_20_0025', 'event_id': '2024_06_20_0025_ev01050_rec1', 'noise': 'no', 'event_entry_number': '174983', 'corrected_baseline_index': 303898, 'corrected_baseline_time': np.float64(40.1949), 'corrected_baseline_pA': np.float64(-130.67626953125), 'corrected_amplitude_pA': np.float64(-132.81074739385502)}]","2024_06_20_0025.abf",303882,"[np.float64(40.1941), np.float64(40.19414999999999), np.float64(40.194199999999995), np.float64(40.19425), np.float64(40.1943), np.float64(40.19435), np.float64(40.194399999999995)]",303888,1,"1050","1","40.19465","-170.812369160697","-263.487016925105","-92.6746477644082","2024_06_20_0025_ev01050_rec1","no","303893","2024_06_20_0025","40.19435","174983","303898","40.1949","-130.67626953125","-132.81074739385502"
"[{'Event.Number': '1071', 'Record': '1', 'Event.Time..s.': '41.19735', 'Baseline..pA.': '-129.472692233561', 'Peak..pA.': '-149.906011944246', 'Amplitude..pA.': '-20.4333197106855', 'Rise.Time..ms.': '9.39999999999941', 'Half.Width..ms.': '11.7999999999938', 'Decay.Time..ms.': '4.54999999999472', 'Decay.Fit.b0': '-101.484356997073', 'Decay.Fit.b1': '-42.850542119652', 'Decay.Fit.Tau..ms.': '24.2565772465828', 'AUC..pA.ms.': '-28.1185250175637', 'rise_max_time': '41.19075', 'baseline_time': '41.1813', 'event_index': '323947', 'file_prefix': '2024_06_20_0025', 'event_id': '2024_06_20_0025_ev01071_rec1', 'noise': 'no', 'event_entry_number': '175004', 'corrected_baseline_index': 323638, 'corrected_baseline_time': np.float64(41.1819), 'corrected_baseline_pA': np.float64(-132.50732421875), 'corrected_amplitude_pA': np.float64(-17.39868772549599)}]","2024_06_20_0025.abf",323621,"[np.float64(41.18105), np.float64(41.1811), np.float64(41.18115), np.float64(41.1812), np.float64(41.18125), np.float64(41.18129999999999), np.float64(41.181349999999995), np.float64(41.1814)]",323628,1,"1071","1","41.19735","-129.472692233561","-149.906011944246","-20.4333197106855","2024_06_20_0025_ev01071_rec1","no","323947","2024_06_20_0025","41.1813","175004","323638","41.1819","-132.50732421875","-17.39868772549599"
