"matched_baseline_rows","file","start_sample","time_noise","return_sample","sweep","Event_Time","Record","event_time","baseline_current","peak_current","amplitude","event_id","noise","event_index","file_prefix","baseline_time","event_entry_number","corrected_baseline_index","corrected_baseline_time","corrected_baseline_pA","corrected_amplitude_pA"
"[{'Event.Number': '261', 'Record': '1', 'Event.Time..s.': '48.33295', 'Baseline..pA.': '306.034450592187', 'Peak..pA.': '353.865428510116', 'Amplitude..pA.': '47.8309779179287', 'Rise.Time..ms.': '0.0500000000016598', 'Half.Width..ms.': '33.1499999999991', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '357.413900018985', 'Decay.Fit.b1': '4.30427501162038', 'Decay.Fit.Tau..ms.': '7.60315793941328', 'AUC..pA.ms.': '1754.39256306439', 'rise_max_time': '48.3298', 'baseline_time': '48.32975', 'event_index': '466659', 'file_prefix': '2026_04_28_0030', 'event_id': '2026_04_28_0030_ev00261_rec1', 'noise': 'no', 'event_entry_number': '415757', 'corrected_baseline_index': 466608, 'corrected_baseline_time': np.float64(48.3304), 'corrected_baseline_pA': np.float64(361.9384460449219), 'corrected_amplitude_pA': np.float64(-8.0730175348059)}]","2026_04_28_0030.abf",466595,"[np.float64(48.32975), np.float64(48.3298), np.float64(48.32984999999999), np.float64(48.329899999999995)]",466598,1,"261","1","48.33295","306.034450592187","353.865428510116","47.8309779179287","2026_04_28_0030_ev00261_rec1","no","466659","2026_04_28_0030","48.32975","415757","466608","48.3304","361.9384460449219","-8.0730175348059"
"[{'Event.Number': '319', 'Record': '2', 'Event.Time..s.': '60.5905', 'Baseline..pA.': '85.7398521786644', 'Peak..pA.': '371.704071044922', 'Amplitude..pA.': '285.964218866257', 'Rise.Time..ms.': '0', 'Half.Width..ms.': '30.300000000004', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '350.099596015173', 'Decay.Fit.b1': '13.9806540707261', 'Decay.Fit.Tau..ms.': '16.1112837342745', 'AUC..pA.ms.': '8214.39118223645', 'rise_max_time': '60.5902', 'baseline_time': '60.59015', 'event_index': '211810', 'file_prefix': '2026_04_28_0030', 'event_id': '2026_04_28_0030_ev00319_rec2', 'noise': 'no', 'event_entry_number': '415815', 'corrected_baseline_index': 211814, 'corrected_baseline_time': np.float64(60.5907), 'corrected_baseline_pA': np.float64(364.9902038574219), 'corrected_amplitude_pA': np.float64(6.713867187500114)}]","2026_04_28_0030.abf",211802,"[np.float64(60.5901), np.float64(60.59015), np.float64(60.590199999999996)]",211804,2,"319","2","60.5905","85.7398521786644","371.704071044922","285.964218866257","2026_04_28_0030_ev00319_rec2","no","211810","2026_04_28_0030","60.59015","415815","211814","60.5907","364.9902038574219","6.713867187500114"
"[{'Event.Number': '1092', 'Record': '2', 'Event.Time..s.': '70.62315', 'Baseline..pA.': '-138.740473184831', 'Peak..pA.': '-144.519314265768', 'Amplitude..pA.': '-5.7788410809369', 'Rise.Time..ms.': '0', 'Half.Width..ms.': '0.0500000000016598', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-128.436711513468', 'Decay.Fit.b1': '-10.2425710236626', 'Decay.Fit.Tau..ms.': '2.02782010730515', 'AUC..pA.ms.': '287.796404681967', 'rise_max_time': '70.6231', 'baseline_time': '70.623', 'event_index': '412463', 'file_prefix': '2026_04_28_0061', 'event_id': '2026_04_28_0061_ev01092_rec2', 'noise': 'no', 'event_entry_number': '422287', 'corrected_baseline_index': 412470, 'corrected_baseline_time': np.float64(70.62349999999999), 'corrected_baseline_pA': np.float64(-127.56346893310547), 'corrected_amplitude_pA': np.float64(-16.955845332662534)}]","2026_04_28_0061.abf",412458,"[np.float64(70.6229), np.float64(70.62295), np.float64(70.623)]",412460,2,"1092","2","70.62315","-138.740473184831","-144.519314265768","-5.7788410809369","2026_04_28_0061_ev01092_rec2","no","412463","2026_04_28_0061","70.623","422287","412470","70.62349999999999","-127.56346893310547","-16.955845332662534"
"[{'Event.Number': '53', 'Record': '0', 'Event.Time..s.': '11.3911', 'Baseline..pA.': '426.635711669922', 'Peak..pA.': '484.619110107422', 'Amplitude..pA.': '57.9833984375', 'Rise.Time..ms.': '4.35000000000052', 'Half.Width..ms.': '51.3499999999993', 'Decay.Time..ms.': '29.9999999999994', 'Decay.Fit.b0': '471.001315739272', 'Decay.Fit.b1': '21.9116442893352', 'Decay.Fit.Tau..ms.': '10.3134706834602', 'AUC..pA.ms.': '2852.27966308594', 'rise_max_time': '11.37405', 'baseline_time': '11.3697', 'event_index': '227822', 'file_prefix': '2026_04_28_0064', 'event_id': '2026_04_28_0064_ev00053_rec0', 'noise': 'no', 'event_entry_number': '424617', 'corrected_baseline_index': 227410, 'corrected_baseline_time': np.float64(11.3705), 'corrected_baseline_pA': np.float64(494.9950866699219), 'corrected_amplitude_pA': np.float64(-10.375976562499886)}]","2026_04_28_0064.abf",227394,"[np.float64(11.369699999999998), np.float64(11.36975), np.float64(11.3698), np.float64(11.36985), np.float64(11.3699), np.float64(11.36995), np.float64(11.37)]",227400,0,"53","0","11.3911","426.635711669922","484.619110107422","57.9833984375","2026_04_28_0064_ev00053_rec0","no","227822","2026_04_28_0064","11.3697","424617","227410","11.3705","494.9950866699219","-10.375976562499886"
"[{'Event.Number': '422', 'Record': '3', 'Event.Time..s.': '82.5585', 'Baseline..pA.': '411.71787562423', 'Peak..pA.': '415.049394638177', 'Amplitude..pA.': '3.33151901394632', 'Rise.Time..ms.': '1.99999999999534', 'Half.Width..ms.': '13.7', 'Decay.Time..ms.': '15.3000000000105', 'Decay.Fit.b0': '411.228356093604', 'Decay.Fit.b1': '10.4617658222255', 'Decay.Fit.Tau..ms.': '8.48936695069676', 'AUC..pA.ms.': '102.921201000651', 'rise_max_time': '82.55525', 'baseline_time': '82.55315', 'event_index': '151170', 'file_prefix': '2026_04_28_0064', 'event_id': '2026_04_28_0064_ev00422_rec3', 'noise': 'no', 'event_entry_number': '424986', 'corrected_baseline_index': 151074, 'corrected_baseline_time': np.float64(82.5537), 'corrected_baseline_pA': np.float64(411.3769226074219), 'corrected_amplitude_pA': np.float64(3.6724720307551024)}]","2026_04_28_0064.abf",151063,"[np.float64(82.55315), np.float64(82.5532)]",151064,3,"422","3","82.5585","411.71787562423","415.049394638177","3.33151901394632","2026_04_28_0064_ev00422_rec3","no","151170","2026_04_28_0064","82.55315","424986","151074","82.5537","411.3769226074219","3.6724720307551024"
"[{'Event.Number': '215', 'Record': '1', 'Event.Time..s.': '31.6145', 'Baseline..pA.': '318.34009927564', 'Peak..pA.': '375.067544043521', 'Amplitude..pA.': '56.7274447678804', 'Rise.Time..ms.': '6.3999999999993', 'Half.Width..ms.': '36.8500000000012', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '374.562285534183', 'Decay.Fit.b1': '9.62911296941169', 'Decay.Fit.Tau..ms.': '4.1886106756338', 'AUC..pA.ms.': '2152.48293904331', 'rise_max_time': '31.614', 'baseline_time': '31.6076', 'event_index': '132290', 'file_prefix': '2026_04_28_0065', 'event_id': '2026_04_28_0065_ev00215_rec1', 'noise': 'no', 'event_entry_number': '425306', 'corrected_baseline_index': 132166, 'corrected_baseline_time': np.float64(31.608299999999996), 'corrected_baseline_pA': np.float64(376.5868835449219), 'corrected_amplitude_pA': np.float64(-1.5193395014008502)}]","2026_04_28_0065.abf",132152,"[np.float64(31.607599999999998), np.float64(31.607649999999996), np.float64(31.607699999999998), np.float64(31.607749999999996), np.float64(31.607799999999997)]",132156,1,"215","1","31.6145","318.34009927564","375.067544043521","56.7274447678804","2026_04_28_0065_ev00215_rec1","no","132290","2026_04_28_0065","31.6076","425306","132166","31.608299999999996","376.5868835449219","-1.5193395014008502"
"[{'Event.Number': '53', 'Record': '0', 'Event.Time..s.': '11.00145', 'Baseline..pA.': '292.96875', 'Peak..pA.': '375.976531982422', 'Amplitude..pA.': '83.0077819824219', 'Rise.Time..ms.': '0.199999999999534', 'Half.Width..ms.': '31.7000000000007', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '372.986041727155', 'Decay.Fit.b1': '8.69641905101032', 'Decay.Fit.Tau..ms.': '3.07609893821367', 'AUC..pA.ms.': '2573.76001815796', 'rise_max_time': '10.9999', 'baseline_time': '10.9997', 'event_index': '220029', 'file_prefix': '2026_04_28_0066', 'event_id': '2026_04_28_0066_ev00053_rec0', 'noise': 'no', 'event_entry_number': '425818', 'corrected_baseline_index': 220009, 'corrected_baseline_time': np.float64(11.000449999999999), 'corrected_baseline_pA': np.float64(377.1972351074219), 'corrected_amplitude_pA': np.float64(-1.2207031249998863)}]","2026_04_28_0066.abf",219994,"[np.float64(10.999699999999999), np.float64(10.999749999999999), np.float64(10.999799999999999), np.float64(10.999849999999999), np.float64(10.999899999999998), np.float64(10.999949999999998)]",219999,0,"53","0","11.00145","292.96875","375.976531982422","83.0077819824219","2026_04_28_0066_ev00053_rec0","no","220029","2026_04_28_0066","10.9997","425818","220009","11.000449999999999","377.1972351074219","-1.2207031249998863"
"[{'Event.Number': '452', 'Record': '3', 'Event.Time..s.': '85.6636', 'Baseline..pA.': '372.60506766183', 'Peak..pA.': '401.000946044922', 'Amplitude..pA.': '28.3958783830915', 'Rise.Time..ms.': '3.84999999999991', 'Half.Width..ms.': '29.4499999999971', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '385.563982324905', 'Decay.Fit.b1': '15.0192360987324', 'Decay.Fit.Tau..ms.': '9.04654689698925', 'AUC..pA.ms.': '644.902492523194', 'rise_max_time': '85.66025', 'baseline_time': '85.65595', 'event_index': '213272', 'file_prefix': '2026_04_28_0066', 'event_id': '2026_04_28_0066_ev00452_rec3', 'noise': 'no', 'event_entry_number': '426217', 'corrected_baseline_index': 213129, 'corrected_baseline_time': np.float64(85.65644999999999), 'corrected_baseline_pA': np.float64(379.6386413574219), 'corrected_amplitude_pA': np.float64(21.362304687500114)}]","2026_04_28_0066.abf",213117,"[np.float64(85.65585), np.float64(85.6559), np.float64(85.65595)]",213119,3,"452","3","85.6636","372.60506766183","401.000946044922","28.3958783830915","2026_04_28_0066_ev00452_rec3","no","213272","2026_04_28_0066","85.65595","426217","213129","85.65644999999999","379.6386413574219","21.362304687500114"
"[{'Event.Number': '525', 'Record': '3', 'Event.Time..s.': '96.08955', 'Baseline..pA.': '358.958526331432', 'Peak..pA.': '367.71658226782', 'Amplitude..pA.': '8.75805593638853', 'Rise.Time..ms.': '1.44999999999129', 'Half.Width..ms.': '49.0999999999957', 'Decay.Time..ms.': '29.9999999999869', 'Decay.Fit.b0': '364.206784884955', 'Decay.Fit.b1': '6.53156997713638', 'Decay.Fit.Tau..ms.': '5.63788315848853', 'AUC..pA.ms.': '382.619522054313', 'rise_max_time': '96.07765', 'baseline_time': '96.0703', 'event_index': '421791', 'file_prefix': '2026_04_28_0066', 'event_id': '2026_04_28_0066_ev00525_rec3', 'noise': 'no', 'event_entry_number': '426290', 'corrected_baseline_index': 421416, 'corrected_baseline_time': np.float64(96.0708), 'corrected_baseline_pA': np.float64(365.6005554199219), 'corrected_amplitude_pA': np.float64(2.1160268478981266)}]","2026_04_28_0066.abf",421404,"[np.float64(96.0702), np.float64(96.07025), np.float64(96.0703)]",421406,3,"525","3","96.08955","358.958526331432","367.71658226782","8.75805593638853","2026_04_28_0066_ev00525_rec3","no","421791","2026_04_28_0066","96.0703","426290","421416","96.0708","365.6005554199219","2.1160268478981266"
"[{'Event.Number': '101', 'Record': '0', 'Event.Time..s.': '13.9525', 'Baseline..pA.': '312.5', 'Peak..pA.': '416.870086669922', 'Amplitude..pA.': '104.370086669922', 'Rise.Time..ms.': '21.5999999999994', 'Half.Width..ms.': '38.1', 'Decay.Time..ms.': '29.9999999999994', 'Decay.Fit.b0': '400.874633547672', 'Decay.Fit.b1': '24.6812105846328', 'Decay.Fit.Tau..ms.': '6.42426278943313', 'AUC..pA.ms.': '5684.95006790161', 'rise_max_time': '13.9479', 'baseline_time': '13.9263', 'event_index': '279050', 'file_prefix': '2026_04_28_0067', 'event_id': '2026_04_28_0067_ev00101_rec0', 'noise': 'no', 'event_entry_number': '426410', 'corrected_baseline_index': 278537, 'corrected_baseline_time': np.float64(13.926849999999998), 'corrected_baseline_pA': np.float64(427.8564147949219), 'corrected_amplitude_pA': np.float64(-10.986328124999886)}]","2026_04_28_0067.abf",278526,"[np.float64(13.9263), np.float64(13.92635)]",278527,0,"101","0","13.9525","312.5","416.870086669922","104.370086669922","2026_04_28_0067_ev00101_rec0","no","279050","2026_04_28_0067","13.9263","426410","278537","13.926849999999998","427.8564147949219","-10.986328124999886"
"[{'Event.Number': '206', 'Record': '1', 'Event.Time..s.': '30.55755', 'Baseline..pA.': '305.269632802125', 'Peak..pA.': '352.924080650904', 'Amplitude..pA.': '47.6544478487789', 'Rise.Time..ms.': '1.89999999999912', 'Half.Width..ms.': '36.3000000000007', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '353.042824530407', 'Decay.Fit.b1': '4.18933861307392', 'Decay.Fit.Tau..ms.': '7.33972076579944', 'AUC..pA.ms.': '1798.10836739477', 'rise_max_time': '30.5531', 'baseline_time': '30.5512', 'event_index': '111151', 'file_prefix': '2026_04_28_0067', 'event_id': '2026_04_28_0067_ev00206_rec1', 'noise': 'no', 'event_entry_number': '426515', 'corrected_baseline_index': 111037, 'corrected_baseline_time': np.float64(30.551849999999995), 'corrected_baseline_pA': np.float64(358.2763366699219), 'corrected_amplitude_pA': np.float64(-5.3522560190178865)}]","2026_04_28_0067.abf",111024,"[np.float64(30.551199999999998), np.float64(30.551249999999996), np.float64(30.551299999999998), np.float64(30.551349999999996)]",111027,1,"206","1","30.55755","305.269632802125","352.924080650904","47.6544478487789","2026_04_28_0067_ev00206_rec1","no","111151","2026_04_28_0067","30.5512","426515","111037","30.551849999999995","358.2763366699219","-5.3522560190178865"
"[{'Event.Number': '292', 'Record': '1', 'Event.Time..s.': '46.30695', 'Baseline..pA.': '321.153420291363', 'Peak..pA.': '345.095448955822', 'Amplitude..pA.': '23.9420286644591', 'Rise.Time..ms.': '12.750000000004', 'Half.Width..ms.': '12.7000000000024', 'Decay.Time..ms.': '8.84999999999536', 'Decay.Fit.b0': '314.557107475585', 'Decay.Fit.b1': '36.0522863092307', 'Decay.Fit.Tau..ms.': '10.447743879026', 'AUC..pA.ms.': '314.755584857887', 'rise_max_time': '46.30655', 'baseline_time': '46.2936', 'event_index': '426139', 'file_prefix': '2026_04_28_0067', 'event_id': '2026_04_28_0067_ev00292_rec1', 'noise': 'no', 'event_entry_number': '426601', 'corrected_baseline_index': 425882, 'corrected_baseline_time': np.float64(46.2941), 'corrected_baseline_pA': np.float64(318.603515625), 'corrected_amplitude_pA': np.float64(26.491933330822008)}]","2026_04_28_0067.abf",425870,"[np.float64(46.293499999999995), np.float64(46.293549999999996), np.float64(46.2936)]",425872,1,"292","1","46.30695","321.153420291363","345.095448955822","23.9420286644591","2026_04_28_0067_ev00292_rec1","no","426139","2026_04_28_0067","46.2936","426601","425882","46.2941","318.603515625","26.491933330822008"
"[{'Event.Number': '329', 'Record': '2', 'Event.Time..s.': '55.47695', 'Baseline..pA.': '222.67923010588', 'Peak..pA.': '231.845615124372', 'Amplitude..pA.': '9.16638501849181', 'Rise.Time..ms.': '1.4500000000055', 'Half.Width..ms.': '9.55000000000439', 'Decay.Time..ms.': '12.3999999999995', 'Decay.Fit.b0': '224.322373016688', 'Decay.Fit.b1': '7.32475100296392', 'Decay.Fit.Tau..ms.': '8.64481557679408', 'AUC..pA.ms.': '169.244891676873', 'rise_max_time': '55.47185', 'baseline_time': '55.46965', 'event_index': '109539', 'file_prefix': '2026_04_28_0067', 'event_id': '2026_04_28_0067_ev00329_rec2', 'noise': 'no', 'event_entry_number': '426638', 'corrected_baseline_index': 109403, 'corrected_baseline_time': np.float64(55.47015), 'corrected_baseline_pA': np.float64(220.94725036621094), 'corrected_amplitude_pA': np.float64(10.898364758161051)}]","2026_04_28_0067.abf",109391,"[np.float64(55.46955), np.float64(55.4696), np.float64(55.46965)]",109393,2,"329","2","55.47695","222.67923010588","231.845615124372","9.16638501849181","2026_04_28_0067_ev00329_rec2","no","109539","2026_04_28_0067","55.46965","426638","109403","55.47015","220.94725036621094","10.898364758161051"
"[{'Event.Number': '922', 'Record': '2', 'Event.Time..s.': '60.2397', 'Baseline..pA.': '-261.928013392857', 'Peak..pA.': '-281.3720703125', 'Amplitude..pA.': '-19.4440569196428', 'Rise.Time..ms.': '1.39999999999674', 'Half.Width..ms.': '31.7500000000024', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-276.267194611544', 'Decay.Fit.b1': '-7.25437668004814', 'Decay.Fit.Tau..ms.': '2.46371870567931', 'AUC..pA.ms.': '-526.36500767299', 'rise_max_time': '60.23745', 'baseline_time': '60.23605', 'event_index': '204794', 'file_prefix': '2026_06_04_0003', 'event_id': '2026_06_04_0003_ev00922_rec2', 'noise': 'no', 'event_entry_number': '431309', 'corrected_baseline_index': 204731, 'corrected_baseline_time': np.float64(60.23655), 'corrected_baseline_pA': np.float64(-287.4755859375), 'corrected_amplitude_pA': np.float64(6.103515625)}]","2026_06_04_0003.abf",204720,"[np.float64(60.236), np.float64(60.23605)]",204721,2,"922","2","60.2397","-261.928013392857","-281.3720703125","-19.4440569196428","2026_06_04_0003_ev00922_rec2","no","204794","2026_06_04_0003","60.23605","431309","204731","60.23655","-287.4755859375","6.103515625"
"[{'Event.Number': '167', 'Record': '0', 'Event.Time..s.': '10.8892', 'Baseline..pA.': '-477.29489281064', 'Peak..pA.': '-493.774383544922', 'Amplitude..pA.': '-16.479490734282', 'Rise.Time..ms.': '0.0999999999997669', 'Half.Width..ms.': '1.69999999999959', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-168775.639069921', 'Decay.Fit.b1': '168291.28551319', 'Decay.Fit.Tau..ms.': '231249.645143725', 'AUC..pA.ms.': '-543.731785837809', 'rise_max_time': '10.8892', 'baseline_time': '10.8889', 'event_index': '217784', 'file_prefix': '2026_06_04_0004', 'event_id': '2026_06_04_0004_ev00167_rec0', 'noise': 'no', 'event_entry_number': '432101', 'corrected_baseline_index': 217788, 'corrected_baseline_time': np.float64(10.889399999999998), 'corrected_baseline_pA': np.float64(-504.7607116699219), 'corrected_amplitude_pA': np.float64(10.986328124999886)}]","2026_06_04_0004.abf",217777,"[np.float64(10.88885), np.float64(10.8889)]",217778,0,"167","0","10.8892","-477.29489281064","-493.774383544922","-16.479490734282","2026_06_04_0004_ev00167_rec0","no","217784","2026_06_04_0004","10.8889","432101","217788","10.889399999999998","-504.7607116699219","10.986328124999886"
"[{'Event.Number': '1000', 'Record': '3', 'Event.Time..s.': '85.30965', 'Baseline..pA.': '405.273406982422', 'Peak..pA.': '517.578125', 'Amplitude..pA.': '112.304718017578', 'Rise.Time..ms.': '2.00000000000955', 'Half.Width..ms.': '37.549999999996', 'Decay.Time..ms.': '29.9999999999869', 'Decay.Fit.b0': '506.049080967985', 'Decay.Fit.b1': '16.3994785255251', 'Decay.Fit.Tau..ms.': '7.06202332297785', 'AUC..pA.ms.': '3999.16133499146', 'rise_max_time': '85.30405', 'baseline_time': '85.30205', 'event_index': '206193', 'file_prefix': '2026_06_04_0009', 'event_id': '2026_06_04_0009_ev01000_rec3', 'noise': 'no', 'event_entry_number': '437878', 'corrected_baseline_index': 206053, 'corrected_baseline_time': np.float64(85.30265), 'corrected_baseline_pA': np.float64(524.2919921875), 'corrected_amplitude_pA': np.float64(-6.7138671875)}]","2026_06_04_0009.abf",206041,"[np.float64(85.30205), np.float64(85.3021), np.float64(85.30215)]",206043,3,"1000","3","85.30965","405.273406982422","517.578125","112.304718017578","2026_06_04_0009_ev01000_rec3","no","206193","2026_06_04_0009","85.30205","437878","206053","85.30265","524.2919921875","-6.7138671875"
"[{'Event.Number': '135', 'Record': '0', 'Event.Time..s.': '10.4046', 'Baseline..pA.': '-376.964759463356', 'Peak..pA.': '-599.9755859375', 'Amplitude..pA.': '-223.010826474144', 'Rise.Time..ms.': '1.84999999999924', 'Half.Width..ms.': '37.3000000000001', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-591.697331955382', 'Decay.Fit.b1': '-7.73356939564156', 'Decay.Fit.Tau..ms.': '2.97188633042142', 'AUC..pA.ms.': '-8034.57609100342', 'rise_max_time': '10.39915', 'baseline_time': '10.3973', 'event_index': '208092', 'file_prefix': '2026_06_04_0043', 'event_id': '2026_06_04_0043_ev00135_rec0', 'noise': 'no', 'event_entry_number': '464104', 'corrected_baseline_index': 207959, 'corrected_baseline_time': np.float64(10.39795), 'corrected_baseline_pA': np.float64(-594.482421875), 'corrected_amplitude_pA': np.float64(-5.4931640625)}]","2026_06_04_0043.abf",207944,"[np.float64(10.3972), np.float64(10.39725), np.float64(10.3973), np.float64(10.39735), np.float64(10.3974), np.float64(10.39745)]",207949,0,"135","0","10.4046","-376.964759463356","-599.9755859375","-223.010826474144","2026_06_04_0043_ev00135_rec0","no","208092","2026_06_04_0043","10.3973","464104","207959","10.39795","-594.482421875","-5.4931640625"
"[{'Event.Number': '591', 'Record': '1', 'Event.Time..s.': '35.1166', 'Baseline..pA.': '-333.251922607422', 'Peak..pA.': '-445.556610107422', 'Amplitude..pA.': '-112.3046875', 'Rise.Time..ms.': '0.149999999997874', 'Half.Width..ms.': '33.2000000000008', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-431.990895719724', 'Decay.Fit.b1': '-12.1150703037148', 'Decay.Fit.Tau..ms.': '2.69763803561017', 'AUC..pA.ms.': '-3340.89660644531', 'rise_max_time': '35.1135', 'baseline_time': '35.11335', 'event_index': '202332', 'file_prefix': '2026_06_04_0086', 'event_id': '2026_06_04_0086_ev00591_rec1', 'noise': 'no', 'event_entry_number': '506383', 'corrected_baseline_index': 202279, 'corrected_baseline_time': np.float64(35.113949999999996), 'corrected_baseline_pA': np.float64(-432.7392272949219), 'corrected_amplitude_pA': np.float64(-12.817382812500114)}]","2026_06_04_0086.abf",202266,"[np.float64(35.113299999999995), np.float64(35.11335), np.float64(35.1134), np.float64(35.11345)]",202269,1,"591","1","35.1166","-333.251922607422","-445.556610107422","-112.3046875","2026_06_04_0086_ev00591_rec1","no","202332","2026_06_04_0086","35.11335","506383","202279","35.113949999999996","-432.7392272949219","-12.817382812500114"
"[{'Event.Number': '1129', 'Record': '2', 'Event.Time..s.': '60.5207', 'Baseline..pA.': '-418.090789794922', 'Peak..pA.': '-434.570281982422', 'Amplitude..pA.': '-16.4794921875', 'Rise.Time..ms.': '0.250000000001194', 'Half.Width..ms.': '30.300000000004', 'Decay.Time..ms.': '30.0000000000011', 'Decay.Fit.b0': '-430.633996863712', 'Decay.Fit.b1': '-6.31975119177404', 'Decay.Fit.Tau..ms.': '1.51349192276533', 'AUC..pA.ms.': '-421.463012695312', 'rise_max_time': '60.51865', 'baseline_time': '60.51815', 'event_index': '210414', 'file_prefix': '2026_06_04_0086', 'event_id': '2026_06_04_0086_ev01129_rec2', 'noise': 'no', 'event_entry_number': '506921', 'corrected_baseline_index': 210373, 'corrected_baseline_time': np.float64(60.51865), 'corrected_baseline_pA': np.float64(-432.7392272949219), 'corrected_amplitude_pA': np.float64(-1.8310546875001137)}]","2026_06_04_0086.abf",210360,"[np.float64(60.518), np.float64(60.51805), np.float64(60.5181), np.float64(60.51815)]",210363,2,"1129","2","60.5207","-418.090789794922","-434.570281982422","-16.4794921875","2026_06_04_0086_ev01129_rec2","no","210414","2026_06_04_0086","60.51815","506921","210373","60.51865","-432.7392272949219","-1.8310546875001137"
