time_noise,start_sample,matched_peak_rows,file,return_sample,sweep
"[np.float64(31.696666030216214), np.float64(31.696676030216214), np.float64(31.696686030216213), np.float64(31.696696030216216), np.float64(31.696706030216212), np.float64(31.696716030216216)]",503000,[],2026_04_23_0020.abf,503005,1
"[np.float64(31.696746030216215), np.float64(31.696756030216214), np.float64(31.696766030216214), np.float64(31.696776030216213), np.float64(31.696786030216213)]",503008,[],2026_04_23_0020.abf,503012,1
"[np.float64(31.696926030216215), np.float64(31.696936030216214), np.float64(31.696946030216214)]",503026,[],2026_04_23_0020.abf,503028,1
"[np.float64(36.65523603021621), np.float64(36.65524603021621), np.float64(36.655256030216215), np.float64(36.65526603021621), np.float64(36.655276030216214)]",998857,[],2026_04_23_0020.abf,998861,1
"[np.float64(36.65569603021621), np.float64(36.655706030216216), np.float64(36.65571603021621), np.float64(36.65572603021621), np.float64(36.65573603021621)]",998903,[],2026_04_23_0020.abf,998907,1
"[np.float64(36.65605603021621), np.float64(36.656066030216216), np.float64(36.65607603021621), np.float64(36.65608603021621), np.float64(36.65609603021621)]",998939,[],2026_04_23_0020.abf,998943,1
"[np.float64(36.65683603021621), np.float64(36.65684603021621), np.float64(36.65685603021621), np.float64(36.656866030216214), np.float64(36.65687603021621), np.float64(36.656886030216214), np.float64(36.65689603021621), np.float64(36.65690603021621), np.float64(36.656916030216216)]",999017,[],2026_04_23_0020.abf,999025,1
"[np.float64(36.65703603021621), np.float64(36.657046030216215), np.float64(36.65705603021621), np.float64(36.657066030216214)]",999037,[],2026_04_23_0020.abf,999040,1
"[np.float64(36.65707603021621), np.float64(36.65708603021621), np.float64(36.657096030216216), np.float64(36.65710603021621), np.float64(36.65711603021621)]",999041,[],2026_04_23_0020.abf,999045,1
"[np.float64(36.657246030216214), np.float64(36.65725603021621), np.float64(36.65726603021621), np.float64(36.65727603021621)]",999058,[],2026_04_23_0020.abf,999061,1
"[np.float64(36.65788603021621), np.float64(36.657896030216214), np.float64(36.65790603021621), np.float64(36.657916030216214), np.float64(36.65792603021621)]",999122,[],2026_04_23_0020.abf,999126,1
"[np.float64(36.66043603021621), np.float64(36.660446030216214), np.float64(36.66045603021621), np.float64(36.66046603021621)]",999377,[],2026_04_23_0020.abf,999380,1
"[np.float64(36.660516030216215), np.float64(36.66052603021621), np.float64(36.660536030216214), np.float64(36.66054603021621), np.float64(36.66055603021621)]",999385,[],2026_04_23_0020.abf,999389,1
"[np.float64(36.66077603021621), np.float64(36.66078603021621), np.float64(36.66079603021621), np.float64(36.660806030216214), np.float64(36.66081603021621)]",999411,[],2026_04_23_0020.abf,999415,1
"[np.float64(36.66093603021621), np.float64(36.660946030216216), np.float64(36.66095603021621), np.float64(36.66096603021621), np.float64(36.66097603021621), np.float64(36.660986030216215), np.float64(36.66099603021621), np.float64(36.661006030216214), np.float64(36.66101603021621)]",999427,[],2026_04_23_0020.abf,999435,1
"[np.float64(36.661096030216214), np.float64(36.66110603021621), np.float64(36.66111603021621), np.float64(36.66112603021622), np.float64(36.66113603021621), np.float64(36.66114603021621)]",999443,[],2026_04_23_0020.abf,999448,1
"[np.float64(36.683256030216214), np.float64(36.68326603021621), np.float64(36.68327603021621), np.float64(36.683286030216216), np.float64(36.68329603021621)]",1001659,[],2026_04_23_0020.abf,1001663,1
"[np.float64(36.688316030216214), np.float64(36.68832603021621), np.float64(36.68833603021621), np.float64(36.688346030216216), np.float64(36.68835603021621)]",1002165,[],2026_04_23_0020.abf,1002169,1
"[np.float64(36.68836603021621), np.float64(36.68837603021621), np.float64(36.688386030216215), np.float64(36.68839603021621), np.float64(36.688406030216214), np.float64(36.68841603021621), np.float64(36.68842603021621)]",1002170,[],2026_04_23_0020.abf,1002176,1
"[np.float64(36.76678603021621), np.float64(36.76679603021621), np.float64(36.76680603021621), np.float64(36.76681603021621), np.float64(36.766826030216215), np.float64(36.76683603021621), np.float64(36.766846030216215), np.float64(36.76685603021621), np.float64(36.766866030216214)]",1010012,[],2026_04_23_0020.abf,1010020,1
"[np.float64(90.06458809198378), np.float64(90.06459809198378), np.float64(90.06460809198379), np.float64(90.06461809198377), np.float64(90.06462809198378), np.float64(90.06463809198378)]",1006459,[],2026_04_23_0020.abf,1006464,3
"[np.float64(89.98470809198378), np.float64(89.98471809198378), np.float64(89.98472809198378), np.float64(89.98473809198379), np.float64(89.98474809198377), np.float64(89.98475809198378), np.float64(89.98476809198378), np.float64(89.98477809198378), np.float64(89.98478809198379)]",998471,[],2026_04_23_0064.abf,998479,3
"[np.float64(2.3164499999999997), np.float64(2.3165), np.float64(2.31655), np.float64(2.3165999999999998), np.float64(2.3166499999999997), np.float64(2.3167), np.float64(2.31675)]",46329,[],2026_04_28_0001.abf,46335,0
"[np.float64(3.6137499999999996), np.float64(3.6138), np.float64(3.61385)]",72275,[],2026_04_28_0001.abf,72277,0
"[np.float64(6.44865), np.float64(6.4487), np.float64(6.4487499999999995), np.float64(6.448799999999999)]",128973,[],2026_04_28_0001.abf,128976,0
"[np.float64(7.789149999999999), np.float64(7.789199999999999), np.float64(7.789249999999999), np.float64(7.789299999999999), np.float64(7.789349999999999), np.float64(7.7894)]",155783,[],2026_04_28_0001.abf,155788,0
"[np.float64(12.322799999999999), np.float64(12.322849999999999), np.float64(12.322899999999999)]",246456,[],2026_04_28_0001.abf,246458,0
"[np.float64(14.172799999999999), np.float64(14.172849999999999), np.float64(14.172899999999998)]",283456,[],2026_04_28_0001.abf,283458,0
"[np.float64(16.3155), np.float64(16.315549999999998), np.float64(16.3156), np.float64(16.315649999999998)]",326310,[],2026_04_28_0001.abf,326313,0
"[np.float64(35.168499999999995), np.float64(35.168549999999996), np.float64(35.1686)]",203370,[],2026_04_28_0001.abf,203372,1
"[np.float64(35.2243), np.float64(35.22435), np.float64(35.224399999999996), np.float64(35.22445)]",204486,[],2026_04_28_0001.abf,204489,1
"[np.float64(39.23195), np.float64(39.232), np.float64(39.23205), np.float64(39.232099999999996)]",284639,"[{'Event.Number': '360', 'Record': '1', 'Event.Time..s.': '39.232', 'Baseline..pA.': '-95.8251876831055', 'Peak..pA.': '-130.0048828125', 'Amplitude..pA.': '-34.1796951293945', 'Rise.Time..ms.': '0.150000000004979', 'Half.Width..ms.': '0.10000000000332', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-88.6724981705045', 'Decay.Fit.b1': '-9.38448262609679', 'Decay.Fit.Tau..ms.': '6.65288440606072', 'AUC..pA.ms.': '149.27672996521', 'rise_max_time': '39.232', 'baseline_time': '39.23185', 'event_index': '284640', 'file_prefix': '2026_04_28_0001', 'event_id': '2026_04_28_0001_ev00360_rec1', 'noise': 'no', 'event_entry_number': '403903', 'corrected_peak_index': 284652, 'corrected_peak_time': np.float64(39.2326), 'corrected_peak_pA': np.float64(-95.21483612060547), 'corrected_peak_amp_pA': np.float64(0.6103515625000284)}]",2026_04_28_0001.abf,284642,1
"[np.float64(56.9663), np.float64(56.96635), np.float64(56.9664)]",139326,"[{'Event.Number': '498', 'Record': '2', 'Event.Time..s.': '56.96635', 'Baseline..pA.': '-94.9420784330205', 'Peak..pA.': '-132.211293196799', 'Amplitude..pA.': '-37.2692147637789', 'Rise.Time..ms.': '0.849999999999795', 'Half.Width..ms.': '0.149999999997874', 'Decay.Time..ms.': '0.0500000000016598', 'Decay.Fit.b0': '-90.2985926589632', 'Decay.Fit.b1': '-41.136277185506', 'Decay.Fit.Tau..ms.': '0.087805602821254', 'AUC..pA.ms.': '131.599491047338', 'rise_max_time': '56.96635', 'baseline_time': '56.96545', 'event_index': '139327', 'file_prefix': '2026_04_28_0001', 'event_id': '2026_04_28_0001_ev00498_rec2', 'noise': 'yes', 'event_entry_number': '404041', 'corrected_peak_index': 139338, 'corrected_peak_time': np.float64(56.966899999999995), 'corrected_peak_pA': np.float64(-95.21483612060547), 'corrected_peak_amp_pA': np.float64(-0.27275768758497065)}]",2026_04_28_0001.abf,139328,2
"[np.float64(58.17865), np.float64(58.1787), np.float64(58.17875), np.float64(58.178799999999995)]",163573,[],2026_04_28_0001.abf,163576,2
"[np.float64(58.606700000000004), np.float64(58.60675), np.float64(58.6068), np.float64(58.60685)]",172134,[],2026_04_28_0001.abf,172137,2
"[np.float64(66.8543), np.float64(66.85435), np.float64(66.8544)]",337086,[],2026_04_28_0001.abf,337088,2
"[np.float64(81.0552), np.float64(81.05525), np.float64(81.0553)]",121104,[],2026_04_28_0001.abf,121106,3
"[np.float64(93.4665), np.float64(93.46655)]",369330,[],2026_04_28_0001.abf,369331,3
"[np.float64(93.53009999999999), np.float64(93.53015), np.float64(93.5302), np.float64(93.53025)]",370602,[],2026_04_28_0001.abf,370605,3
"[np.float64(94.08515), np.float64(94.0852), np.float64(94.08525), np.float64(94.0853), np.float64(94.08534999999999)]",381703,[],2026_04_28_0001.abf,381707,3
"[np.float64(1.1832999999999998), np.float64(1.18335), np.float64(1.1833999999999998)]",23666,[],2026_04_28_0002.abf,23668,0
"[np.float64(4.775049999999999), np.float64(4.775099999999999), np.float64(4.77515), np.float64(4.7752), np.float64(4.77525)]",95501,[],2026_04_28_0002.abf,95505,0
"[np.float64(5.2940499999999995), np.float64(5.294099999999999), np.float64(5.294149999999999), np.float64(5.294199999999999)]",105881,[],2026_04_28_0002.abf,105884,0
"[np.float64(10.4721), np.float64(10.47215), np.float64(10.472199999999999), np.float64(10.472249999999999), np.float64(10.472299999999999), np.float64(10.472349999999999), np.float64(10.472399999999999)]",209442,[],2026_04_28_0002.abf,209448,0
"[np.float64(14.628799999999998), np.float64(14.628849999999998), np.float64(14.628899999999998), np.float64(14.628949999999998)]",292576,[],2026_04_28_0002.abf,292579,0
"[np.float64(20.494999999999997), np.float64(20.49505), np.float64(20.495099999999997), np.float64(20.49515), np.float64(20.495199999999997)]",409900,[],2026_04_28_0002.abf,409904,0
"[np.float64(25.747549999999997), np.float64(25.747599999999995)]",14951,[],2026_04_28_0002.abf,14952,1
"[np.float64(28.114099999999997), np.float64(28.114149999999995)]",62282,[],2026_04_28_0002.abf,62283,1
"[np.float64(31.535399999999996), np.float64(31.535449999999997), np.float64(31.5355), np.float64(31.535549999999997), np.float64(31.535599999999995)]",130708,[],2026_04_28_0002.abf,130712,1
"[np.float64(37.936449999999994), np.float64(37.936499999999995), np.float64(37.93655), np.float64(37.9366), np.float64(37.93665), np.float64(37.936699999999995), np.float64(37.936749999999996)]",258729,[],2026_04_28_0002.abf,258735,1
"[np.float64(38.15965), np.float64(38.1597), np.float64(38.159749999999995), np.float64(38.1598), np.float64(38.15985), np.float64(38.15989999999999)]",263193,[],2026_04_28_0002.abf,263198,1
"[np.float64(43.8559), np.float64(43.85594999999999), np.float64(43.855999999999995)]",377118,[],2026_04_28_0002.abf,377120,1
"[np.float64(45.19385), np.float64(45.1939), np.float64(45.19395), np.float64(45.194), np.float64(45.19405)]",403877,[],2026_04_28_0002.abf,403881,1
"[np.float64(46.76304999999999), np.float64(46.763099999999994), np.float64(46.763149999999996)]",435261,[],2026_04_28_0002.abf,435263,1
"[np.float64(51.66905), np.float64(51.6691), np.float64(51.66915), np.float64(51.6692), np.float64(51.66925)]",33381,[],2026_04_28_0002.abf,33385,2
"[np.float64(57.96125), np.float64(57.9613), np.float64(57.961349999999996), np.float64(57.9614), np.float64(57.96145)]",159225,[],2026_04_28_0002.abf,159229,2
"[np.float64(60.4354), np.float64(60.43545), np.float64(60.4355), np.float64(60.43555), np.float64(60.4356), np.float64(60.435649999999995), np.float64(60.4357), np.float64(60.43575)]",208708,[],2026_04_28_0002.abf,208715,2
"[np.float64(64.0516), np.float64(64.05165), np.float64(64.0517), np.float64(64.05175), np.float64(64.0518), np.float64(64.05185)]",281032,[],2026_04_28_0002.abf,281037,2
"[np.float64(66.4777), np.float64(66.47775), np.float64(66.4778), np.float64(66.47785)]",329554,[],2026_04_28_0002.abf,329557,2
"[np.float64(73.0745), np.float64(73.07455), np.float64(73.07459999999999)]",461490,[],2026_04_28_0002.abf,461492,2
"[np.float64(73.61845), np.float64(73.6185), np.float64(73.61855), np.float64(73.6186), np.float64(73.61865), np.float64(73.6187)]",472369,[],2026_04_28_0002.abf,472374,2
"[np.float64(74.7963), np.float64(74.79635), np.float64(74.79639999999999), np.float64(74.79645), np.float64(74.7965)]",495926,[],2026_04_28_0002.abf,495930,2
"[np.float64(77.0744), np.float64(77.07445), np.float64(77.0745)]",41488,[],2026_04_28_0002.abf,41490,3
"[np.float64(83.94395), np.float64(83.944), np.float64(83.94405), np.float64(83.9441), np.float64(83.94415), np.float64(83.9442)]",178879,[],2026_04_28_0002.abf,178884,3
"[np.float64(84.62665), np.float64(84.6267), np.float64(84.62675)]",192533,"[{'Event.Number': '654', 'Record': '3', 'Event.Time..s.': '84.62665', 'Baseline..pA.': '-123.03755362958', 'Peak..pA.': '-197.824159315758', 'Amplitude..pA.': '-74.7866056861781', 'Rise.Time..ms.': '0.10000000000332', 'Half.Width..ms.': '0.849999999999795', 'Decay.Time..ms.': '0.0500000000016598', 'Decay.Fit.b0': '-116.424172869402', 'Decay.Fit.b1': '-75.379196613917', 'Decay.Fit.Tau..ms.': '0.0829815787514598', 'AUC..pA.ms.': '186.739525374292', 'rise_max_time': '84.62665', 'baseline_time': '84.62565', 'event_index': '192533', 'file_prefix': '2026_04_28_0002', 'event_id': '2026_04_28_0002_ev00654_rec3', 'noise': 'yes', 'event_entry_number': '405108', 'corrected_peak_index': 192545, 'corrected_peak_time': np.float64(84.62725), 'corrected_peak_pA': np.float64(-125.73241424560547), 'corrected_peak_amp_pA': np.float64(-2.6948606160254656)}]",2026_04_28_0002.abf,192535,3
"[np.float64(84.86485), np.float64(84.86489999999999), np.float64(84.86495), np.float64(84.865)]",197297,[],2026_04_28_0002.abf,197300,3
"[np.float64(85.4604), np.float64(85.46045), np.float64(85.4605), np.float64(85.46055), np.float64(85.4606), np.float64(85.46065), np.float64(85.4607)]",209208,[],2026_04_28_0002.abf,209214,3
"[np.float64(87.78595), np.float64(87.786), np.float64(87.78605), np.float64(87.7861), np.float64(87.78615), np.float64(87.7862)]",255719,[],2026_04_28_0002.abf,255724,3
"[np.float64(91.3395), np.float64(91.33955), np.float64(91.3396), np.float64(91.33964999999999), np.float64(91.3397), np.float64(91.33975)]",326790,[],2026_04_28_0002.abf,326795,3
"[np.float64(92.06675), np.float64(92.0668), np.float64(92.06685), np.float64(92.06689999999999), np.float64(92.06695)]",341335,[],2026_04_28_0002.abf,341339,3
"[np.float64(92.404), np.float64(92.40405)]",348080,[],2026_04_28_0002.abf,348081,3
"[np.float64(93.6701), np.float64(93.67014999999999), np.float64(93.6702)]",373402,[],2026_04_28_0002.abf,373404,3
"[np.float64(2.76965), np.float64(2.7697), np.float64(2.7697499999999997), np.float64(2.7697999999999996), np.float64(2.76985)]",55393,[],2026_04_28_0003.abf,55397,0
"[np.float64(10.618899999999998), np.float64(10.61895), np.float64(10.619)]",212378,[],2026_04_28_0003.abf,212380,0
"[np.float64(11.659199999999998), np.float64(11.659249999999998), np.float64(11.659299999999998), np.float64(11.659349999999998), np.float64(11.6594), np.float64(11.65945), np.float64(11.6595), np.float64(11.65955), np.float64(11.6596)]",233184,[],2026_04_28_0003.abf,233192,0
"[np.float64(15.365499999999999), np.float64(15.365549999999999)]",307310,[],2026_04_28_0003.abf,307311,0
"[np.float64(18.0701), np.float64(18.070149999999998), np.float64(18.0702), np.float64(18.070249999999998), np.float64(18.0703)]",361402,[],2026_04_28_0003.abf,361406,0
"[np.float64(21.915349999999997), np.float64(21.915399999999998), np.float64(21.915449999999996), np.float64(21.915499999999998)]",438307,[],2026_04_28_0003.abf,438310,0
"[np.float64(26.610249999999997), np.float64(26.610299999999995), np.float64(26.610349999999997)]",32205,[],2026_04_28_0003.abf,32207,1
"[np.float64(29.165499999999994), np.float64(29.165549999999996), np.float64(29.165599999999998), np.float64(29.165649999999996)]",83310,[],2026_04_28_0003.abf,83313,1
"[np.float64(31.944799999999997), np.float64(31.944849999999995), np.float64(31.944899999999997), np.float64(31.94495)]",138896,[],2026_04_28_0003.abf,138899,1
"[np.float64(35.32575), np.float64(35.3258)]",206515,[],2026_04_28_0003.abf,206516,1
"[np.float64(35.462999999999994), np.float64(35.463049999999996)]",209260,[],2026_04_28_0003.abf,209261,1
"[np.float64(37.975849999999994), np.float64(37.975899999999996), np.float64(37.97595), np.float64(37.976), np.float64(37.97605), np.float64(37.976099999999995)]",259517,[],2026_04_28_0003.abf,259522,1
"[np.float64(40.552949999999996), np.float64(40.553), np.float64(40.55305), np.float64(40.5531), np.float64(40.553149999999995)]",311059,[],2026_04_28_0003.abf,311063,1
"[np.float64(42.28675), np.float64(42.2868), np.float64(42.28685), np.float64(42.286899999999996), np.float64(42.28695)]",345735,[],2026_04_28_0003.abf,345739,1
