time_noise,start_sample,matched_peak_rows,file,return_sample,sweep
"[np.float64(35.6847), np.float64(35.684749999999994), np.float64(35.684799999999996), np.float64(35.68485), np.float64(35.6849), np.float64(35.68495), np.float64(35.684999999999995), np.float64(35.68505)]",213694,[],2026_04_16_0010.abf,213701,1
"[np.float64(60.47355), np.float64(60.4736), np.float64(60.47365), np.float64(60.4737), np.float64(60.473749999999995), np.float64(60.4738), np.float64(60.47385)]",209471,[],2026_04_16_0010.abf,209477,2
"[np.float64(60.56545), np.float64(60.5655), np.float64(60.56555), np.float64(60.5656), np.float64(60.56565), np.float64(60.5657)]",211309,[],2026_04_16_0010.abf,211314,2
"[np.float64(60.62355), np.float64(60.623599999999996), np.float64(60.62365), np.float64(60.6237), np.float64(60.62375), np.float64(60.6238), np.float64(60.62385)]",212471,[],2026_04_16_0010.abf,212477,2
"[np.float64(85.5408), np.float64(85.54084999999999), np.float64(85.5409), np.float64(85.54095), np.float64(85.541), np.float64(85.54105)]",210816,[],2026_04_16_0010.abf,210821,3
"[np.float64(35.52605), np.float64(35.5261), np.float64(35.52615), np.float64(35.526199999999996), np.float64(35.52625), np.float64(35.5263), np.float64(35.526349999999994), np.float64(35.526399999999995)]",210521,"[{'Event.Number': '239', 'Record': '1', 'Event.Time..s.': '35.52625', 'Baseline..pA.': '-95.2729648408436', 'Peak..pA.': '-615.8447265625', 'Amplitude..pA.': '-520.571761721656', 'Rise.Time..ms.': '0.10000000000332', 'Half.Width..ms.': '0.799999999998136', 'Decay.Time..ms.': '0.650000000000261', 'Decay.Fit.b0': '-126.727360943138', 'Decay.Fit.b1': '-556.721709006986', 'Decay.Fit.Tau..ms.': '0.538856824764639', 'AUC..pA.ms.': '-1423.67991965158', 'rise_max_time': '35.526', 'baseline_time': '35.52585', 'event_index': '210525', 'file_prefix': '2026_04_16_0011', 'event_id': '2026_04_16_0011_ev00239_rec1', 'noise': 'yes', 'event_entry_number': '363642', 'corrected_peak_index': 210538, 'corrected_peak_time': np.float64(35.5269), 'corrected_peak_pA': np.float64(-297.2412109375), 'corrected_peak_amp_pA': np.float64(-201.9682460966564)}]",2026_04_16_0011.abf,210528,1
"[np.float64(83.2037), np.float64(83.20375), np.float64(83.2038), np.float64(83.20385), np.float64(83.2039), np.float64(83.20395), np.float64(83.204), np.float64(83.20405)]",164074,[],2026_04_16_0011.abf,164081,3
"[np.float64(10.3942), np.float64(10.39425), np.float64(10.3943), np.float64(10.39435), np.float64(10.3944), np.float64(10.394449999999999), np.float64(10.394499999999999), np.float64(10.394549999999999)]",207884,[],2026_04_16_0016.abf,207891,0
"[np.float64(60.53715), np.float64(60.5372), np.float64(60.53725), np.float64(60.5373), np.float64(60.537349999999996), np.float64(60.5374), np.float64(60.53745)]",210743,[],2026_04_16_0016.abf,210749,2
"[np.float64(60.53885), np.float64(60.5389), np.float64(60.53895), np.float64(60.539)]",210777,[],2026_04_16_0016.abf,210780,2
"[np.float64(35.5432), np.float64(35.54325), np.float64(35.543299999999995), np.float64(35.54335)]",210864,[],2026_04_16_0017.abf,210867,1
"[np.float64(60.8472), np.float64(60.84725), np.float64(60.8473), np.float64(60.84735), np.float64(60.8474), np.float64(60.847449999999995), np.float64(60.8475), np.float64(60.84755)]",216944,[],2026_04_16_0017.abf,216951,2
"[np.float64(85.85605), np.float64(85.8561)]",217121,[],2026_04_16_0017.abf,217122,3
"[np.float64(85.8563), np.float64(85.85635), np.float64(85.8564), np.float64(85.85645)]",217126,[],2026_04_16_0017.abf,217129,3
"[np.float64(10.486899999999999), np.float64(10.486949999999998), np.float64(10.486999999999998), np.float64(10.487049999999998), np.float64(10.4871), np.float64(10.48715), np.float64(10.4872), np.float64(10.48725), np.float64(10.4873)]",209738,[],2026_04_16_0018.abf,209746,0
"[np.float64(10.488349999999999), np.float64(10.488399999999999)]",209767,[],2026_04_16_0018.abf,209768,0
"[np.float64(35.75765), np.float64(35.7577), np.float64(35.757749999999994), np.float64(35.757799999999996), np.float64(35.75785), np.float64(35.7579), np.float64(35.757949999999994), np.float64(35.757999999999996), np.float64(35.75805)]",215153,[],2026_04_16_0018.abf,215161,1
"[np.float64(61.811), np.float64(61.81105), np.float64(61.811099999999996), np.float64(61.81115), np.float64(61.8112), np.float64(61.81125), np.float64(61.8113)]",236220,[],2026_04_16_0018.abf,236226,2
"[np.float64(1.5172999999999999), np.float64(1.51735), np.float64(1.5173999999999999), np.float64(1.51745), np.float64(1.5174999999999998), np.float64(1.51755), np.float64(1.5175999999999998)]",30346,[],2026_04_16_0021.abf,30352,0
"[np.float64(35.43984999999999), np.float64(35.439899999999994), np.float64(35.439949999999996), np.float64(35.44), np.float64(35.44005), np.float64(35.4401)]",208797,"[{'Event.Number': '377', 'Record': '1', 'Event.Time..s.': '35.44005', 'Baseline..pA.': '-80.7117255074637', 'Peak..pA.': '-416.259735107422', 'Amplitude..pA.': '-335.548009599958', 'Rise.Time..ms.': '0.149999999997874', 'Half.Width..ms.': '0.799999999998136', 'Decay.Time..ms.': '0.699999999994816', 'Decay.Fit.b0': '-73.9880718248233', 'Decay.Fit.b1': '-342.124791410754', 'Decay.Fit.Tau..ms.': '0.716635204416179', 'AUC..pA.ms.': '-160.289236041478', 'rise_max_time': '35.4398', 'baseline_time': '35.43965', 'event_index': '208801', 'file_prefix': '2026_04_16_0022', 'event_id': '2026_04_16_0022_ev00377_rec1', 'noise': 'yes', 'event_entry_number': '371722', 'corrected_peak_index': 208812, 'corrected_peak_time': np.float64(35.440599999999996), 'corrected_peak_pA': np.float64(-196.53318786621094), 'corrected_peak_amp_pA': np.float64(-115.82146235874724)}]",2026_04_16_0022.abf,208802,1
"[np.float64(35.66325), np.float64(35.6633), np.float64(35.663349999999994), np.float64(35.663399999999996), np.float64(35.66345), np.float64(35.6635), np.float64(35.66355)]",213265,"[{'Event.Number': '379', 'Record': '1', 'Event.Time..s.': '35.66345', 'Baseline..pA.': '-77.6309044247582', 'Peak..pA.': '-122.070304870605', 'Amplitude..pA.': '-44.4394004458473', 'Rise.Time..ms.': '0.349999999997408', 'Half.Width..ms.': '0.250000000001194', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '-71.5733118928114', 'Decay.Fit.b1': '-19.3323639736271', 'Decay.Fit.Tau..ms.': '2.88638874541576', 'AUC..pA.ms.': '103.963920938401', 'rise_max_time': '35.66345', 'baseline_time': '35.6624', 'event_index': '213269', 'file_prefix': '2026_04_16_0022', 'event_id': '2026_04_16_0022_ev00379_rec1', 'noise': 'no', 'event_entry_number': '371724', 'corrected_peak_index': 213281, 'corrected_peak_time': np.float64(35.664049999999996), 'corrected_peak_pA': np.float64(-81.78710174560547), 'corrected_peak_amp_pA': np.float64(-4.156197320847269)}]",2026_04_16_0022.abf,213271,1
"[np.float64(35.748149999999995), np.float64(35.7482), np.float64(35.74825), np.float64(35.7483), np.float64(35.748349999999995), np.float64(35.7484), np.float64(35.74845)]",214963,[],2026_04_16_0022.abf,214969,1
"[np.float64(60.50695), np.float64(60.507)]",210139,[],2026_04_16_0022.abf,210140,2
"[np.float64(60.6324), np.float64(60.63245), np.float64(60.6325), np.float64(60.632549999999995), np.float64(60.6326), np.float64(60.63265), np.float64(60.6327)]",212648,[],2026_04_16_0022.abf,212654,2
"[np.float64(60.68255), np.float64(60.6826), np.float64(60.682649999999995), np.float64(60.6827), np.float64(60.68275), np.float64(60.6828), np.float64(60.68285)]",213651,[],2026_04_16_0022.abf,213657,2
"[np.float64(10.367349999999998), np.float64(10.3674), np.float64(10.36745), np.float64(10.3675)]",207347,[],2026_04_16_0023.abf,207350,0
"[np.float64(10.455799999999998), np.float64(10.45585), np.float64(10.4559), np.float64(10.45595)]",209116,[],2026_04_16_0023.abf,209119,0
"[np.float64(35.48205), np.float64(35.482099999999996), np.float64(35.48215)]",209641,[],2026_04_16_0023.abf,209643,1
"[np.float64(56.521), np.float64(56.52105), np.float64(56.5211), np.float64(56.52115), np.float64(56.5212), np.float64(56.52125), np.float64(56.5213)]",130420,[],2026_04_16_0023.abf,130426,2
"[np.float64(3.40745), np.float64(3.4074999999999998), np.float64(3.4075499999999996), np.float64(3.4075999999999995), np.float64(3.40765), np.float64(3.4076999999999997), np.float64(3.4077499999999996)]",68149,[],2026_04_16_0027.abf,68155,0
"[np.float64(35.6765), np.float64(35.67655), np.float64(35.67659999999999), np.float64(35.676649999999995), np.float64(35.6767), np.float64(35.67675), np.float64(35.6768)]",213530,[],2026_04_16_0027.abf,213536,1
"[np.float64(35.73175), np.float64(35.73179999999999), np.float64(35.731849999999994), np.float64(35.731899999999996), np.float64(35.73195), np.float64(35.732), np.float64(35.73205), np.float64(35.732099999999996)]",214635,[],2026_04_16_0027.abf,214642,1
"[np.float64(61.01855), np.float64(61.0186), np.float64(61.01865), np.float64(61.018699999999995), np.float64(61.01875), np.float64(61.0188), np.float64(61.01885)]",220371,[],2026_04_16_0027.abf,220377,2
"[np.float64(85.7182), np.float64(85.71825), np.float64(85.7183), np.float64(85.71835), np.float64(85.7184), np.float64(85.71845), np.float64(85.71849999999999)]",214364,[],2026_04_16_0027.abf,214370,3
"[np.float64(5.49705), np.float64(5.4971), np.float64(5.4971499999999995), np.float64(5.497199999999999)]",109941,[],2026_04_23_0001.abf,109944,0
"[np.float64(11.552549999999998), np.float64(11.552599999999998)]",231051,[],2026_04_23_0001.abf,231052,0
"[np.float64(12.473849999999999), np.float64(12.473899999999999), np.float64(12.473949999999999), np.float64(12.473999999999998), np.float64(12.474049999999998), np.float64(12.474099999999998), np.float64(12.474149999999998), np.float64(12.4742), np.float64(12.47425)]",249477,[],2026_04_23_0001.abf,249485,0
"[np.float64(35.7968), np.float64(35.79685)]",215936,[],2026_04_23_0001.abf,215937,1
"[np.float64(35.797999999999995), np.float64(35.798049999999996), np.float64(35.7981), np.float64(35.79814999999999), np.float64(35.798199999999994)]",215960,[],2026_04_23_0001.abf,215964,1
"[np.float64(10.305299999999999), np.float64(10.305349999999999), np.float64(10.305399999999999), np.float64(10.305449999999999), np.float64(10.305499999999999)]",206106,[],2026_04_23_0002.abf,206110,0
"[np.float64(10.6305), np.float64(10.63055), np.float64(10.6306), np.float64(10.63065), np.float64(10.6307), np.float64(10.630749999999999), np.float64(10.630799999999999), np.float64(10.630849999999999), np.float64(10.630899999999999)]",212610,[],2026_04_23_0003.abf,212618,0
"[np.float64(18.290899999999997), np.float64(18.29095), np.float64(18.290999999999997), np.float64(18.29105), np.float64(18.2911)]",365818,[],2026_04_23_0003.abf,365822,0
"[np.float64(29.330099999999995), np.float64(29.330149999999996), np.float64(29.330199999999998)]",86602,[],2026_04_23_0003.abf,86604,1
"[np.float64(35.57405), np.float64(35.5741), np.float64(35.574149999999996), np.float64(35.5742), np.float64(35.57425), np.float64(35.574299999999994)]",211481,[],2026_04_23_0003.abf,211486,1
"[np.float64(36.76125), np.float64(36.7613), np.float64(36.76134999999999)]",235225,[],2026_04_23_0003.abf,235227,1
"[np.float64(36.7934), np.float64(36.79344999999999)]",235868,[],2026_04_23_0003.abf,235869,1
"[np.float64(60.4539), np.float64(60.45395), np.float64(60.454)]",209078,[],2026_04_23_0003.abf,209080,2
"[np.float64(60.563649999999996), np.float64(60.5637), np.float64(60.56375)]",211273,[],2026_04_23_0003.abf,211275,2
"[np.float64(60.722449999999995), np.float64(60.7225), np.float64(60.72255), np.float64(60.7226)]",214449,[],2026_04_23_0003.abf,214452,2
"[np.float64(60.7634), np.float64(60.76345)]",215268,[],2026_04_23_0003.abf,215269,2
"[np.float64(62.759949999999996), np.float64(62.76)]",255199,[],2026_04_23_0003.abf,255200,2
"[np.float64(63.3578), np.float64(63.35785)]",267156,[],2026_04_23_0003.abf,267157,2
"[np.float64(63.35835), np.float64(63.3584)]",267167,[],2026_04_23_0003.abf,267168,2
"[np.float64(63.3624), np.float64(63.362449999999995)]",267248,[],2026_04_23_0003.abf,267249,2
"[np.float64(63.36295), np.float64(63.363)]",267259,[],2026_04_23_0003.abf,267260,2
"[np.float64(63.5378), np.float64(63.53785)]",270756,[],2026_04_23_0003.abf,270757,2
"[np.float64(63.53835), np.float64(63.538399999999996)]",270767,[],2026_04_23_0003.abf,270768,2
"[np.float64(65.1768), np.float64(65.17685)]",303536,[],2026_04_23_0003.abf,303537,2
"[np.float64(65.8091), np.float64(65.80915)]",316182,[],2026_04_23_0003.abf,316183,2
"[np.float64(66.28855), np.float64(66.2886)]",325771,[],2026_04_23_0003.abf,325772,2
"[np.float64(66.427), np.float64(66.42705)]",328540,[],2026_04_23_0003.abf,328541,2
"[np.float64(66.72699999999999), np.float64(66.72705)]",334540,[],2026_04_23_0003.abf,334541,2
"[np.float64(85.36515), np.float64(85.3652)]",207303,[],2026_04_23_0003.abf,207304,3
"[np.float64(85.5152), np.float64(85.51525)]",210304,[],2026_04_23_0003.abf,210305,3
"[np.float64(10.674249999999999), np.float64(10.674299999999999), np.float64(10.674349999999999)]",213485,[],2026_04_23_0004.abf,213487,0
"[np.float64(40.27034999999999), np.float64(40.270399999999995), np.float64(40.27045), np.float64(40.2705), np.float64(40.27055), np.float64(40.270599999999995)]",305407,[],2026_04_23_0004.abf,305412,1
"[np.float64(60.3932), np.float64(60.393249999999995)]",207864,[],2026_04_23_0004.abf,207865,2
"[np.float64(82.4062), np.float64(82.40625)]",148124,[],2026_04_23_0004.abf,148125,3
"[np.float64(85.2539), np.float64(85.25395), np.float64(85.254), np.float64(85.25404999999999)]",205078,[],2026_04_23_0004.abf,205081,3
"[np.float64(23.228849999999998), np.float64(23.2289), np.float64(23.228949999999998)]",464577,[],2026_04_23_0006.abf,464579,0
"[np.float64(33.00834999999999), np.float64(33.008399999999995)]",160167,[],2026_04_23_0006.abf,160168,1
"[np.float64(37.26125), np.float64(37.2613), np.float64(37.26134999999999)]",245225,[],2026_04_23_0007.abf,245227,1
"[np.float64(65.03295), np.float64(65.033), np.float64(65.03305)]",300659,[],2026_04_23_0007.abf,300661,2
"[np.float64(84.30785), np.float64(84.3079)]",186157,[],2026_04_23_0007.abf,186158,3
"[np.float64(93.0977), np.float64(93.09775)]",361954,[],2026_04_23_0007.abf,361955,3
"[np.float64(10.539549999999998), np.float64(10.539599999999998), np.float64(10.53965)]",210791,[],2026_04_23_0008.abf,210793,0
"[np.float64(36.003), np.float64(36.003049999999995), np.float64(36.003099999999996)]",220060,[],2026_04_23_0008.abf,220062,1
"[np.float64(36.1046), np.float64(36.10465), np.float64(36.104699999999994)]",222092,[],2026_04_23_0008.abf,222094,1
"[np.float64(85.5314), np.float64(85.53144999999999), np.float64(85.5315)]",210628,[],2026_04_23_0008.abf,210630,3
"[np.float64(85.5973), np.float64(85.59734999999999), np.float64(85.5974)]",211946,[],2026_04_23_0008.abf,211948,3
"[np.float64(86.17155), np.float64(86.1716)]",223431,[],2026_04_23_0008.abf,223432,3
"[np.float64(11.323799999999999), np.float64(11.323849999999998)]",226476,[],2026_04_23_0009.abf,226477,0
"[np.float64(11.35855), np.float64(11.3586)]",227171,[],2026_04_23_0009.abf,227172,0
"[np.float64(11.39055), np.float64(11.3906)]",227811,[],2026_04_23_0009.abf,227812,0
"[np.float64(32.455749999999995), np.float64(32.455799999999996)]",149115,[],2026_04_23_0009.abf,149116,1
"[np.float64(35.502399999999994), np.float64(35.502449999999996)]",210048,[],2026_04_23_0009.abf,210049,1
"[np.float64(35.593199999999996), np.float64(35.59325), np.float64(35.5933)]",211864,[],2026_04_23_0009.abf,211866,1
"[np.float64(36.4954), np.float64(36.49545), np.float64(36.49549999999999), np.float64(36.495549999999994)]",229908,[],2026_04_23_0009.abf,229911,1
"[np.float64(60.39655), np.float64(60.3966)]",207931,[],2026_04_23_0009.abf,207932,2
"[np.float64(85.43945), np.float64(85.4395), np.float64(85.43955), np.float64(85.4396), np.float64(85.43965), np.float64(85.4397), np.float64(85.43975), np.float64(85.4398)]",208789,[],2026_04_23_0009.abf,208796,3
"[np.float64(9.217699999999999), np.float64(9.217749999999999), np.float64(9.217799999999999), np.float64(9.217849999999999), np.float64(9.217899999999998), np.float64(9.217949999999998)]",184354,"[{'Event.Number': '127', 'Record': '0', 'Event.Time..s.': '9.21785', 'Baseline..pA.': '-424.075368377894', 'Peak..pA.': '-2800.92329494912', 'Amplitude..pA.': '-2376.84792657122', 'Rise.Time..ms.': '0.450000000000728', 'Half.Width..ms.': '1.40000000000029', 'Decay.Time..ms.': '1.40000000000029', 'Decay.Fit.b0': '-224.371410191502', 'Decay.Fit.b1': '-2983.80841809359', 'Decay.Fit.Tau..ms.': '1.35377353530462', 'AUC..pA.ms.': '872.277178777467', 'rise_max_time': '9.2176', 'baseline_time': '9.2158', 'event_index': '184357', 'file_prefix': '2026_04_23_0012', 'event_id': '2026_04_23_0012_ev00127_rec0', 'noise': 'yes', 'event_entry_number': '378974', 'corrected_peak_index': 184369, 'corrected_peak_time': np.float64(9.218449999999999), 'corrected_peak_pA': np.float64(-2194.2138671875), 'corrected_peak_amp_pA': np.float64(-1770.138498809606)}]",2026_04_23_0012.abf,184359,0
"[np.float64(64.67905), np.float64(64.67909999999999), np.float64(64.67914999999999), np.float64(64.6792), np.float64(64.67925), np.float64(64.6793), np.float64(64.67935), np.float64(64.6794)]",293581,"[{'Event.Number': '1120', 'Record': '2', 'Event.Time..s.': '64.67925', 'Baseline..pA.': '-444.277778262184', 'Peak..pA.': '-2893.06616210938', 'Amplitude..pA.': '-2448.78838384719', 'Rise.Time..ms.': '0.550000000004047', 'Half.Width..ms.': '1.90000000000623', 'Decay.Time..ms.': '1.90000000000623', 'Decay.Fit.b0': '-144.580234609201', 'Decay.Fit.b1': '-3116.04006753168', 'Decay.Fit.Tau..ms.': '2.02601266504868', 'AUC..pA.ms.': '1431.35775398981', 'rise_max_time': '64.67895', 'baseline_time': '64.67785', 'event_index': '293585', 'file_prefix': '2026_04_23_0012', 'event_id': '2026_04_23_0012_ev01120_rec2', 'noise': 'yes', 'event_entry_number': '379967', 'corrected_peak_index': 293598, 'corrected_peak_time': np.float64(64.6799), 'corrected_peak_pA': np.float64(-2317.5048828125), 'corrected_peak_amp_pA': np.float64(-1873.227104550316)}]",2026_04_23_0012.abf,293588,2
"[np.float64(10.238399999999999), np.float64(10.238449999999998), np.float64(10.238499999999998), np.float64(10.238549999999998)]",204768,[],2026_04_23_0013.abf,204771,0
"[np.float64(10.3462), np.float64(10.34625)]",206924,[],2026_04_23_0013.abf,206925,0
"[np.float64(10.384849999999998), np.float64(10.384899999999998), np.float64(10.38495), np.float64(10.385)]",207697,[],2026_04_23_0013.abf,207700,0
"[np.float64(11.7061), np.float64(11.70615), np.float64(11.706199999999999), np.float64(11.706249999999999), np.float64(11.706299999999999)]",234122,[],2026_04_23_0013.abf,234126,0
"[np.float64(16.632299999999997), np.float64(16.63235), np.float64(16.632399999999997), np.float64(16.63245), np.float64(16.6325), np.float64(16.63255), np.float64(16.6326), np.float64(16.632649999999998)]",332646,"[{'Event.Number': '305', 'Record': '0', 'Event.Time..s.': '16.6325', 'Baseline..pA.': '-264.843461464955', 'Peak..pA.': '-3164.09956994219', 'Amplitude..pA.': '-2899.25610847724', 'Rise.Time..ms.': '2.15000000000032', 'Half.Width..ms.': '4.50000000000017', 'Decay.Time..ms.': '5.49999999999784', 'Decay.Fit.b0': '-117.202897525823', 'Decay.Fit.b1': '-3197.12370711843', 'Decay.Fit.Tau..ms.': '5.71010417307228', 'AUC..pA.ms.': '-16419.5214953482', 'rise_max_time': '16.63215', 'baseline_time': '16.6291', 'event_index': '332650', 'file_prefix': '2026_04_23_0013', 'event_id': '2026_04_23_0013_ev00305_rec0', 'noise': 'yes', 'event_entry_number': '380861', 'corrected_peak_index': 332663, 'corrected_peak_time': np.float64(16.633149999999997), 'corrected_peak_pA': np.float64(-2770.995849609375), 'corrected_peak_amp_pA': np.float64(-2506.15238814442)}]",2026_04_23_0013.abf,332653,0
"[np.float64(60.30035), np.float64(60.300399999999996)]",206007,[],2026_04_23_0013.abf,206008,2
"[np.float64(61.90815), np.float64(61.9082), np.float64(61.908249999999995)]",238163,[],2026_04_23_0013.abf,238165,2
"[np.float64(85.34994999999999), np.float64(85.35), np.float64(85.35005)]",206999,[],2026_04_23_0013.abf,207001,3
"[np.float64(10.399099999999999), np.float64(10.399149999999999), np.float64(10.399199999999999), np.float64(10.399249999999999), np.float64(10.399299999999998), np.float64(10.399349999999998), np.float64(10.399399999999998), np.float64(10.39945)]",207982,[],2026_04_23_0014.abf,207989,0
"[np.float64(60.2737), np.float64(60.27375), np.float64(60.2738), np.float64(60.273849999999996)]",205474,[],2026_04_23_0014.abf,205477,2
"[np.float64(60.373149999999995), np.float64(60.3732)]",207463,[],2026_04_23_0014.abf,207464,2
"[np.float64(85.24945), np.float64(85.2495)]",204989,[],2026_04_23_0014.abf,204990,3
"[np.float64(92.6433), np.float64(92.64335)]",352866,[],2026_04_23_0016.abf,352867,3
"[np.float64(10.117249999999999), np.float64(10.117299999999998), np.float64(10.117349999999998)]",202345,[],2026_04_23_0017.abf,202347,0
"[np.float64(10.1817), np.float64(10.18175)]",203634,[],2026_04_23_0017.abf,203635,0
"[np.float64(11.101149999999999), np.float64(11.101199999999999)]",222023,[],2026_04_23_0017.abf,222024,0
"[np.float64(11.110499999999998), np.float64(11.110549999999998), np.float64(11.1106)]",222210,[],2026_04_23_0017.abf,222212,0
"[np.float64(35.5697), np.float64(35.56975), np.float64(35.5698), np.float64(35.569849999999995), np.float64(35.5699), np.float64(35.56995), np.float64(35.56999999999999), np.float64(35.570049999999995)]",211394,[],2026_04_23_0017.abf,211401,1
"[np.float64(60.3067), np.float64(60.30675), np.float64(60.306799999999996)]",206134,[],2026_04_23_0017.abf,206136,2
"[np.float64(85.60905), np.float64(85.6091), np.float64(85.60915), np.float64(85.6092)]",212181,[],2026_04_23_0017.abf,212184,3
"[np.float64(10.2419), np.float64(10.24195), np.float64(10.241999999999999), np.float64(10.242049999999999), np.float64(10.242099999999999), np.float64(10.242149999999999), np.float64(10.242199999999999)]",204838,[],2026_04_23_0018.abf,204844,0
"[np.float64(10.408949999999999), np.float64(10.408999999999999)]",208179,[],2026_04_23_0018.abf,208180,0
"[np.float64(60.486599999999996), np.float64(60.48665)]",209732,[],2026_04_23_0018.abf,209733,2
"[np.float64(60.5677), np.float64(60.56775)]",211354,[],2026_04_23_0018.abf,211355,2
"[np.float64(60.61395), np.float64(60.614)]",212279,[],2026_04_23_0018.abf,212280,2
"[np.float64(85.78305), np.float64(85.7831), np.float64(85.78314999999999), np.float64(85.7832)]",215661,[],2026_04_23_0018.abf,215664,3
"[np.float64(63.3334420611), np.float64(63.3334520611), np.float64(63.3334620611), np.float64(63.333472061100004)]",1000011,[],2026_04_23_0019.abf,1000014,2
"[np.float64(63.333582061099996), np.float64(63.3335920611), np.float64(63.3336020611), np.float64(63.3336120611)]",1000025,[],2026_04_23_0019.abf,1000028,2
"[np.float64(63.3548320611), np.float64(63.3548420611), np.float64(63.3548520611), np.float64(63.3548620611), np.float64(63.354872061100004), np.float64(63.3548820611), np.float64(63.354892061099996), np.float64(63.3549020611)]",1002150,[],2026_04_23_0019.abf,1002157,2
"[np.float64(63.3551820611), np.float64(63.3551920611), np.float64(63.3552020611), np.float64(63.3552120611), np.float64(63.3552220611), np.float64(63.3552320611)]",1002185,[],2026_04_23_0019.abf,1002190,2
"[np.float64(63.3552920611), np.float64(63.3553020611), np.float64(63.3553120611), np.float64(63.3553220611), np.float64(63.3553320611)]",1002196,[],2026_04_23_0019.abf,1002200,2
"[np.float64(63.3553720611), np.float64(63.355382061099995), np.float64(63.3553920611), np.float64(63.3554020611)]",1002204,[],2026_04_23_0019.abf,1002207,2
"[np.float64(63.3554320611), np.float64(63.3554420611), np.float64(63.3554520611), np.float64(63.3554620611), np.float64(63.355472061099995), np.float64(63.3554820611)]",1002210,[],2026_04_23_0019.abf,1002215,2
"[np.float64(63.3555120611), np.float64(63.3555220611), np.float64(63.3555320611), np.float64(63.3555420611), np.float64(63.3555520611), np.float64(63.355562061099995), np.float64(63.3555720611), np.float64(63.3555820611), np.float64(63.3555920611)]",1002218,[],2026_04_23_0019.abf,1002226,2
"[np.float64(63.3562920611), np.float64(63.3563020611), np.float64(63.3563120611), np.float64(63.3563220611), np.float64(63.3563320611), np.float64(63.3563420611), np.float64(63.3563520611)]",1002296,[],2026_04_23_0019.abf,1002302,2
"[np.float64(63.360712061099996), np.float64(63.3607220611), np.float64(63.3607320611)]",1002738,[],2026_04_23_0019.abf,1002740,2
"[np.float64(63.3607420611), np.float64(63.3607520611), np.float64(63.3607620611), np.float64(63.3607720611)]",1002741,[],2026_04_23_0019.abf,1002744,2
"[np.float64(63.360802061099996), np.float64(63.3608120611), np.float64(63.3608220611), np.float64(63.3608320611), np.float64(63.3608420611), np.float64(63.3608520611), np.float64(63.3608620611)]",1002747,[],2026_04_23_0019.abf,1002753,2
"[np.float64(63.3682420611), np.float64(63.3682520611), np.float64(63.3682620611), np.float64(63.3682720611), np.float64(63.3682820611), np.float64(63.3682920611), np.float64(63.3683020611), np.float64(63.3683120611)]",1003491,[],2026_04_23_0019.abf,1003498,2
"[np.float64(63.3684220611), np.float64(63.3684320611), np.float64(63.3684420611), np.float64(63.3684520611), np.float64(63.3684620611), np.float64(63.3684720611)]",1003509,[],2026_04_23_0019.abf,1003514,2
"[np.float64(63.3693020611), np.float64(63.3693120611), np.float64(63.3693220611), np.float64(63.3693320611), np.float64(63.3693420611), np.float64(63.369352061099995), np.float64(63.3693620611)]",1003597,[],2026_04_23_0019.abf,1003603,2
"[np.float64(63.3730520611), np.float64(63.3730620611), np.float64(63.3730720611), np.float64(63.3730820611), np.float64(63.3730920611), np.float64(63.3731020611)]",1003972,[],2026_04_23_0019.abf,1003977,2
"[np.float64(10.018409999332428), np.float64(10.018419999332428), np.float64(10.018429999332428), np.float64(10.018439999332427), np.float64(10.018449999332429), np.float64(10.018459999332428), np.float64(10.018469999332428), np.float64(10.018479999332428), np.float64(10.018489999332429)]",1001841,[],2026_04_23_0020.abf,1001849,0
"[np.float64(10.018879999332428), np.float64(10.018889999332428), np.float64(10.018899999332428), np.float64(10.018909999332427), np.float64(10.018919999332429), np.float64(10.018929999332428), np.float64(10.018939999332428), np.float64(10.018949999332428)]",1001888,[],2026_04_23_0020.abf,1001895,0
"[np.float64(10.037709999332428), np.float64(10.037719999332428), np.float64(10.037729999332429), np.float64(10.037739999332429), np.float64(10.037749999332428), np.float64(10.037759999332428), np.float64(10.037769999332427), np.float64(10.037779999332429)]",1003771,[],2026_04_23_0020.abf,1003778,0
"[np.float64(10.037899999332428), np.float64(10.037909999332427), np.float64(10.037919999332429), np.float64(10.037929999332428)]",1003790,[],2026_04_23_0020.abf,1003793,0
"[np.float64(10.039359999332428), np.float64(10.039369999332429), np.float64(10.039379999332429), np.float64(10.039389999332428), np.float64(10.039399999332428)]",1003936,[],2026_04_23_0020.abf,1003940,0
"[np.float64(31.696246030216216), np.float64(31.696256030216215), np.float64(31.696266030216215), np.float64(31.696276030216215), np.float64(31.696286030216214)]",502958,[],2026_04_23_0020.abf,502962,1
"[np.float64(31.696296030216214), np.float64(31.696306030216213), np.float64(31.696316030216213), np.float64(31.696326030216213), np.float64(31.696336030216216), np.float64(31.696346030216215), np.float64(31.696356030216215)]",502963,[],2026_04_23_0020.abf,502969,1
"[np.float64(31.696556030216215), np.float64(31.696566030216214), np.float64(31.696576030216214), np.float64(31.696586030216213), np.float64(31.696596030216213)]",502989,[],2026_04_23_0020.abf,502993,1
"[np.float64(31.696616030216212), np.float64(31.696626030216215), np.float64(31.696636030216215), np.float64(31.696646030216215), np.float64(31.696656030216214)]",502995,[],2026_04_23_0020.abf,502999,1
